treatment,exposure,beta_DID,se_DID,p_value,ci_lo,ci_hi,significant_05,sign_negative,n_obs
regulation_force_apr2023,cbam_T1,-0.0739974813044266,1.335699072406191,0.9558199433422845,-2.6919676632205607,2.543972700611708,False,True,36217
regulation_force_apr2023,cbam_T2,1.1150692782818508,0.9205324220339423,0.22576864769668492,-0.689174268904676,2.919312825468378,False,False,36217
regulation_force_apr2023,cbam_T3,-1.50791775569845,1.5118159909593176,0.31855996535862763,-4.4710770979787124,1.4552415865818125,False,True,36217
transitional_oct2023,cbam_T1,-0.14849503938307276,1.1338161541293257,0.8957996411279936,-2.370774701476551,2.0737846227104053,False,True,36217
transitional_oct2023,cbam_T2,-0.7157692178439755,0.6864875993897795,0.29710845067843317,-2.0612849126479436,0.6297464769599924,False,True,36217
transitional_oct2023,cbam_T3,0.4619489004660392,0.8185026710433867,0.5724935827506203,-1.1423163347789989,2.066214135711077,False,False,36217
definitive_jan2026,cbam_T1,-13.02551399956129,1.0901222774823454,6.597062823086746e-33,-15.162153663426688,-10.888874335695894,True,True,36217
definitive_jan2026,cbam_T2,13.31071267184169,1.0433443274765932,2.8228255915586612e-37,11.265757789987568,15.355667553695813,True,False,36217
