Record ID,project_status,Year announced,year_announced,tech_class,is_blue,Region major,region_EU27,Primary end use sector,T1_narrow,T2_broad,T3_strict,export_to_eu,log_capacity,cancel_A,cancel_B,cancel_C,cancel_D,operating
CETPROJH2463,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,10.744278575008636,0,0,0,1,0
CETPROJH2462,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2461,Fully commissioned,2021.0,2021,Green,0,Asia-Pacific,0,Industry (chemical feedstock),1,1,0,0,5.53338948872752,0,0,0,0,1
CETPROJH2460,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,7.937731775260109,0,0,0,1,0
CETPROJH246,On-hold (assumed),2021.0,2021,Green,0,Middle East,0,Transport (aviation),0,0,0,0,5.860786223465865,0,0,0,1,0
CETPROJH2459,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,4.859812404361672,0,0,0,1,0
CETPROJH2458,Fully commissioned,2021.0,2021,Green,0,Asia-Pacific,0,Gas grid,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2457,Fully commissioned,2021.0,2021,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,2.0794415416798357,0,0,0,0,1
CETPROJH2456,Fully commissioned,2012.0,2012,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,1.791759469228055,0,0,0,0,1
CETPROJH2455,Fully commissioned,2010.0,2010,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,0.0,0,0,0,0,1
CETPROJH2453,Fully commissioned,2022.0,2022,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,6.647688373563329,0,0,0,0,1
CETPROJH2452,Fully commissioned,2021.0,2021,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,0.0,0,0,0,0,1
CETPROJH2451,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,0.0,0,0,0,1,0
CETPROJH2450,On-hold (assumed),2022.0,2022,Blue_CCS,1,Asia-Pacific,0,Unknown,0,0,0,0,6.210600077024653,0,0,0,1,0
CETPROJH245,Fully commissioned,2018.0,2018,Green,0,Middle East,0,Power & heat,0,0,0,0,3.828641396489095,0,0,0,0,1
CETPROJH2449,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Transport (other),0,0,0,0,11.283260696665753,0,0,0,1,0
CETPROJH2448,Fully commissioned,2016.0,2016,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,1.3862943611198906,0,0,0,0,1
CETPROJH2447,Fully commissioned,2020.0,2020,Waste,0,Asia-Pacific,0,Transport (road),0,0,0,0,2.70805020110221,0,0,0,0,1
CETPROJH2446,Fully commissioned,2017.0,2017,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,2.302585092994046,0,0,0,0,1
CETPROJH2445,Decommissioned,2012.0,2012,Blue_CCS,1,Asia-Pacific,0,Industry (other),0,0,0,0,9.09268232850795,0,1,1,0,0
CETPROJH2444,Fully commissioned,2017.0,2017,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2443,On-hold (assumed),2021.0,2021,Other,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2440,Fully commissioned,2017.0,2017,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.6931471805599453,0,0,0,0,1
CETPROJH244,Under construction,2021.0,2021,Blue_CCS,1,Middle East,0,Industry (chemical feedstock),1,1,0,0,11.931642378754141,0,0,0,0,0
CETPROJH2439,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Transport (other),0,0,0,0,8.798454696065095,0,0,0,1,0
CETPROJH2438,Fully commissioned,2017.0,2017,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2437,Decommissioned,2012.0,2012,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,1,1,0,0
CETPROJH2436,Fully commissioned,2016.0,2016,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2435,Fully commissioned,2020.0,2020,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,1.9459101490553132,0,0,0,0,1
CETPROJH2433,On-hold (assumed),2021.0,2021,Blue_CCS,1,Asia-Pacific,0,Unknown,0,0,0,0,12.72355903704877,0,0,0,1,0
CETPROJH2432,Decommissioned,2014.0,2014,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,1,1,0,0
CETPROJH2431,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Transport (other),0,0,0,0,5.262690188904886,0,0,0,1,0
CETPROJH2430,Fully commissioned,2016.0,2016,Green,0,Asia-Pacific,0,Other,0,0,0,0,0.0,0,0,0,0,1
CETPROJH243,Fully commissioned,2019.0,2019,Blue_CCS,1,Middle East,0,Industry (chemical feedstock),1,1,0,0,12.388398368982115,0,0,0,0,1
CETPROJH2429,Fully commissioned,2018.0,2018,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,5.420534999272286,0,0,0,0,1
CETPROJH2428,Decommissioned,2015.0,2015,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,2.995732273553991,0,1,1,0,0
CETPROJH2423,On-hold (assumed),2022.0,2022,Blue_CCS,1,Asia-Pacific,0,Unknown,0,0,0,0,10.373522431293592,0,0,0,1,0
CETPROJH2422,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2421,On-hold (assumed),2022.0,2022,Blue_CCS,1,Asia-Pacific,0,Industry (chemical feedstock),1,1,0,0,10.12667110305036,0,0,0,1,0
CETPROJH2420,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,2.302585092994046,0,0,0,1,0
CETPROJH242,On-hold (assumed),2022.0,2022,Green,0,Europe (non EU-27),0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2419,On-hold (assumed),2022.0,2022,Waste,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2418,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2417,Fully commissioned,2021.0,2021,Blue_CCS,1,Asia-Pacific,0,Transport (road),0,0,0,0,7.581209826196346,0,0,0,0,1
CETPROJH2416,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2415,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,6.364750756851911,0,0,0,1,0
CETPROJH2413,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Transport (other),0,0,0,0,4.762173934797756,0,0,0,1,0
CETPROJH2412,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,10.288783966353765,0,0,0,1,0
CETPROJH2410,Fully commissioned,2021.0,2021,Other,0,Asia-Pacific,0,Transport (road),0,0,0,0,10.085850775128717,0,0,0,0,1
CETPROJH241,Plans cancelled,2022.0,2022,Green,0,Europe (non EU-27),0,Unknown,0,0,0,0,0.0,1,1,1,1,0
CETPROJH2409,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2408,On-hold (assumed),2021.0,2021,Waste,0,Asia-Pacific,0,Power & heat,0,0,0,0,5.846438775057725,0,0,0,1,0
CETPROJH2407,On-hold (assumed),2021.0,2021,Waste,0,Asia-Pacific,0,Power & heat,0,0,0,0,3.6635616461296463,0,0,0,1,0
CETPROJH2406,On-hold (assumed),2020.0,2020,Green,0,Asia-Pacific,0,Transport (other),0,0,0,0,4.762173934797756,0,0,0,1,0
CETPROJH2404,Fully commissioned,2018.0,2018,Green,0,Asia-Pacific,0,Transport (aviation),0,0,0,0,4.6443908991413725,0,0,0,0,1
CETPROJH2403,On-hold (assumed),2021.0,2021,Blue_CCS,1,Asia-Pacific,0,Power & heat,0,0,0,0,11.289794413577894,0,0,0,1,0
CETPROJH2402,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Transport (other),0,0,0,0,8.664923303440572,0,0,0,1,0
CETPROJH240,Fully commissioned,2020.0,2020,Green,0,Europe (non EU-27),0,Unknown,0,0,0,0,0.6931471805599453,0,0,0,0,1
CETPROJH2399,On-hold (assumed),2021.0,2021,Blue_CCS,1,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2398,Fully commissioned,2021.0,2021,Blue_CCS,1,Asia-Pacific,0,Transport (road),0,0,0,0,7.2868764117507,0,0,0,0,1
CETPROJH2397,On-hold (assumed),2020.0,2020,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,3.912023005428146,0,0,0,1,0
CETPROJH2396,Fully commissioned,2021.0,2021,Blue_CCS,1,Asia-Pacific,0,Transport (road),0,0,0,0,7.0909098220799835,0,0,0,0,1
CETPROJH2395,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,11.686887175419702,0,0,0,1,0
CETPROJH2394,Fully commissioned,2012.0,2012,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2393,Fully commissioned,2012.0,2012,Green,0,Asia-Pacific,0,Industry (chemical feedstock),1,1,0,0,7.324489979348532,0,0,0,0,1
CETPROJH2392,On-hold (assumed),2022.0,2022,Blue_CCS,1,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2391,Fully commissioned,2020.0,2020,Blue_CCS,1,Asia-Pacific,0,Unknown,0,0,0,0,10.596659732783579,0,0,0,0,1
CETPROJH239,On-hold (assumed),2022.0,2022,Green,0,Europe (non EU-27),0,Industry (chemical feedstock),1,1,0,0,5.41610040220442,0,0,0,1,0
CETPROJH2389,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,10.463131911491967,0,0,0,1,0
CETPROJH2388,Design,2020.0,2020,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,11.561725152903833,0,0,0,0,0
CETPROJH2387,Fully commissioned,2018.0,2018,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,2.833213344056216,0,0,0,0,1
CETPROJH2386,Announced (advanced),2020.0,2020,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,5.703782474656201,0,0,0,0,0
CETPROJH2385,Announced (advanced),2020.0,2020,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,5.703782474656201,0,0,0,0,0
CETPROJH2384,Announced (advanced),2020.0,2020,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,5.703782474656201,0,0,0,0,0
CETPROJH2383,Announced (advanced),2020.0,2020,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,5.703782474656201,0,0,0,0,0
CETPROJH2382,Fully commissioned,2020.0,2020,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,5.703782474656201,0,0,0,0,1
CETPROJH2381,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2380,On-hold (assumed),2018.0,2018,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,1.9459101490553132,0,0,0,1,0
CETPROJH2379,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Industry (chemical feedstock),1,1,0,0,10.39973746484973,0,0,0,1,0
CETPROJH2378,Fully commissioned,2012.0,2012,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2377,Fully commissioned,2016.0,2016,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,4.356708826689592,0,0,0,0,1
CETPROJH2376,On-hold (assumed),2021.0,2021,Blue_CCS,1,Asia-Pacific,0,Industry (other),0,0,0,0,9.664659134301736,0,0,0,1,0
CETPROJH2375,Fully commissioned,2010.0,2010,Green,0,Asia-Pacific,0,Gas grid,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2374,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2373,Fully commissioned,2022.0,2022,Green,0,Asia-Pacific,0,Industry (chemical feedstock),1,1,0,0,7.0909098220799835,0,0,0,0,1
CETPROJH2372,On-hold (assumed),2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,7.937731775260109,0,0,0,1,0
CETPROJH2371,Design,2022.0,2022,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,9.036106025364846,0,0,0,0,0
CETPROJH2370,Decommissioned,2017.0,2017,Blue_CCS,1,Asia-Pacific,0,Transport (other),0,0,0,0,5.1298987149230735,0,1,1,0,0
CETPROJH2369,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Industry (other),0,0,0,0,13.997832948091215,0,0,0,1,0
CETPROJH2368,Fully commissioned,2018.0,2018,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,0,1
CETPROJH2367,Under construction,2021.0,2021,Green,0,Asia-Pacific,0,Industry (refinery feedstock),1,1,0,0,3.4339872044851463,0,0,0,0,0
CETPROJH2366,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2365,On-hold (assumed),2021.0,2021,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,12.611541086966115,0,0,0,1,0
CETPROJH2364,Fully commissioned,2020.0,2020,Green,0,Africa,0,Other,0,0,0,0,0.6931471805599453,0,0,0,0,1
CETPROJH2363,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,12.19602736016897,0,0,0,1,0
CETPROJH2362,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Power & heat,0,0,0,0,8.166216268592143,0,0,0,1,0
CETPROJH2361,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2360,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2359,On-hold (assumed),2022.0,2022,Waste,0,Africa,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2358,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,10.868587496017359,0,0,0,1,0
CETPROJH2357,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,8.922791623969637,0,0,0,1,0
CETPROJH2356,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,11.296024885689746,0,0,0,1,0
CETPROJH2355,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,10.645448706505872,0,0,0,1,0
CETPROJH2354,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,10.463131911491967,0,0,0,1,0
CETPROJH2353,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,10.463131911491967,0,0,0,1,0
CETPROJH2352,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,9.071193240566025,0,0,0,1,0
CETPROJH2351,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,9.259225769705994,0,0,0,1,0
CETPROJH2350,Fully commissioned,2022.0,2022,Green,0,Africa,0,Transport (road),0,0,0,0,3.6109179126442243,0,0,0,0,1
CETPROJH2349,Fully commissioned,2020.0,2020,Green,0,Africa,0,Industry (chemical feedstock),1,1,0,0,1.6094379124341003,0,0,0,0,1
CETPROJH2348,On-hold (assumed),2021.0,2021,Blue_CCS,1,Africa,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH2347,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Industry (other),0,0,0,0,0.0,0,0,0,1,0
CETPROJH2346,On-hold (assumed),2022.0,2022,Green,0,Africa,0,Unknown,0,0,0,0,11.14972930404123,0,0,0,1,0
CETPROJH23435,Announced (advanced),2025.0,2025,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23434,Announced (advanced),2025.0,2025,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,5.4510384535657,0,0,0,0,0
CETPROJH23433,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,0.0,0,0,0,0,0
CETPROJH23432,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,0.0,0,0,0,0,0
CETPROJH23431,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23430,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Industry (chemical feedstock),1,1,0,0,10.343257464336283,0,0,0,0,0
CETPROJH2343,On-hold (assumed),2022.0,2022,Waste,0,Africa,0,Unknown,0,0,0,0,12.388398368982115,0,0,0,1,0
CETPROJH23429,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,7.461640392208575,0,0,0,0,0
CETPROJH23428,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,9.001346243766392,0,0,0,0,0
CETPROJH23427,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,8.441822884391462,0,0,0,0,0
CETPROJH23426,Announced (advanced),2026.0,2026,Green,0,Africa,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23425,Design,2024.0,2024,Green,0,Africa,0,Power & heat,0,0,0,0,6.55250788703459,0,0,0,0,0
CETPROJH23424,Under construction,2026.0,2026,Green,0,Europe (EU-27),1,Transport (road),0,1,0,0,5.6240175061873385,0,0,0,0,0
CETPROJH23423,Permitted,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,5.288267030694535,0,0,0,0,0
CETPROJH23422,Permitted,2026.0,2026,Green,0,Asia-Pacific,0,Industry (other),1,1,0,0,8.853808274977197,0,0,0,0,0
CETPROJH23421,Design,2025.0,2025,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,4.709530201312334,0,0,0,0,0
CETPROJH23420,Permitted,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,10.668955394675699,0,0,0,0,0
CETPROJH2342,Fully commissioned,2021.0,2021,Green,0,Africa,0,Transport (road),0,0,0,0,1.9459101490553132,0,0,0,0,1
CETPROJH23419,Design,2025.0,2025,Green,0,North America,0,Unknown,0,0,0,0,8.154212694914229,0,0,0,0,0
CETPROJH23418,Announced (early stage),2026.0,2026,Green,0,Europe (EU-27),1,Power & heat,0,1,0,0,0.0,0,0,0,0,0
CETPROJH23417,Fully commissioned,2024.0,2024,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,5.641907070938114,0,0,0,0,1
CETPROJH23416,Announced (advanced),2026.0,2026,Green,0,Europe (non EU-27),0,Transport (shipping),0,0,0,0,6.39024066706535,0,0,0,0,0
CETPROJH23415,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,8.881975184248867,0,0,0,0,0
CETPROJH23414,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,9.787683806792485,0,0,0,0,0
CETPROJH23413,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,4.672828834461906,0,0,0,0,0
CETPROJH23412,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Transport (shipping),0,1,0,0,9.0642735958414,0,0,0,0,0
CETPROJH23411,Permitted,2021.0,2021,Green,0,Europe (EU-27),1,Industry (other),0,1,0,1,10.967404871407352,0,0,0,0,0
CETPROJH23410,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,6.259581464064923,0,0,0,0,0
CETPROJH2341,On-hold (assumed),2021.0,2021,Blue_CCS,1,Africa,0,Power & heat,0,0,0,0,0.0,0,0,0,1,0
CETPROJH23409,Permitted,2026.0,2026,Green,0,Asia-Pacific,0,R&D,0,0,0,0,3.367295829986474,0,0,0,0,0
CETPROJH23408,Permitted,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23407,Design,2024.0,2024,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,3.044522437723423,0,0,0,0,0
CETPROJH23406,Fully commissioned,2024.0,2024,Green,0,Asia-Pacific,0,Transport (road),0,0,0,0,0.0,0,0,0,0,1
CETPROJH23405,Announced (early stage),2026.0,2026,Green,0,Middle East,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23404,Feasibility,2025.0,2025,Green,0,Europe (non EU-27),0,Transport (road),0,0,0,0,10.308985993422082,0,0,0,0,0
CETPROJH23403,Announced (early stage),2026.0,2026,Green,0,North America,0,Transport (road),0,0,0,0,0.0,0,0,0,0,0
CETPROJH23402,Feasibility,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23401,Feasibility,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,7.084226422097916,0,0,0,0,0
CETPROJH23400,Permitted,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,10.827805976097512,0,0,0,0,0
CETPROJH2340,On-hold (assumed),2021.0,2021,Green,0,Africa,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH234,On-hold (assumed),2022.0,2022,Blue_CCS,1,Middle East,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH23399,Design,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23398,Permitted,2025.0,2025,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23397,Permitted,2025.0,2025,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23396,Permitted,2025.0,2025,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,9.392745258631441,0,0,0,0,0
CETPROJH23395,Permitted,2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,9.843525211363445,0,0,0,0,0
CETPROJH23394,Design,2026.0,2026,Green,0,Europe (EU-27),1,Transport (road),0,1,0,0,5.641907070938114,0,0,0,0,0
CETPROJH23393,Feasibility,2024.0,2024,Green,0,Europe (non EU-27),0,Industry (other),1,1,0,0,9.20391980417326,0,0,0,0,0
CETPROJH23392,Under construction,2025.0,2025,Green,0,Asia-Pacific,0,Transport (aviation),0,0,0,0,5.288267030694535,0,0,0,0,0
CETPROJH23391,Permitted,2025.0,2025,Green,0,Asia-Pacific,0,R&D,0,0,0,0,4.948759890378168,0,0,0,0,0
CETPROJH23390,Permitted,2025.0,2025,Green,0,Asia-Pacific,0,R&D,0,0,0,0,8.696175846944678,0,0,0,0,0
CETPROJH2339,On-hold (assumed),2021.0,2021,Green,0,Africa,0,Unknown,0,0,0,0,0.0,0,0,0,1,0
CETPROJH23389,Feasibility,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,9.249176395761381,0,0,0,0,0
CETPROJH23388,Fully commissioned,2022.0,2022,Green,0,Asia-Pacific,0,R&D,0,0,0,0,4.61512051684126,0,0,0,0,1
CETPROJH23387,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Power & heat,0,0,0,0,10.264722085730877,0,0,0,0,0
CETPROJH23386,Announced (early stage),2026.0,2026,Green,0,North America,0,Industry (chemical feedstock),1,1,0,0,0.0,0,0,0,0,0
CETPROJH23385,Announced (advanced),2026.0,2026,Green,0,Latin America,0,R&D,0,0,0,0,1.9459101490553132,0,0,0,0,0
CETPROJH23384,Design,2026.0,2026,Green,0,Latin America,0,R&D,0,0,0,0,0.6931471805599453,0,0,0,0,0
CETPROJH23383,Announced (advanced),2026.0,2026,Green,0,Europe (non EU-27),0,Unknown,0,0,0,0,5.673323267171493,0,0,0,0,0
CETPROJH23382,Design,2026.0,2026,Green,0,Europe (EU-27),1,Transport (road),0,1,0,0,4.859812404361672,0,0,0,0,0
CETPROJH23381,Announced (advanced),2026.0,2026,Green,0,Latin America,0,Unknown,0,1,0,1,10.778977123006351,0,0,0,0,0
CETPROJH23380,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,9.713476507257793,0,0,0,0,0
CETPROJH2338,On-hold (assumed),2021.0,2021,Green,0,Africa,0,Industry (other),1,1,0,0,0.0,0,0,0,1,0
CETPROJH23379,Permitted,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,9.152817185732516,0,0,0,0,0
CETPROJH23378,Permitted,2025.0,2025,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,9.986771156672866,0,0,0,0,0
CETPROJH23377,Fully commissioned,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,0.0,0,0,0,0,1
CETPROJH23376,Permitted,2025.0,2025,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,10.53212287826962,0,0,0,0,0
CETPROJH23375,Under construction,2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,10.029326937375275,0,0,0,0,0
CETPROJH23374,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,9.546884034617925,0,0,0,0,0
CETPROJH23373,Announced (advanced),2026.0,2026,Green,0,Asia-Pacific,0,Unknown,0,0,0,0,6.55250788703459,0,0,0,0,0
CETPROJH23372,Permitted,2025.0,2025,Green,0,Europe (EU-27),1,Transport (road),0,1,0,0,8.006700845440367,0,0,0,0,0
CETPROJH23371,Design,2026.0,2026,Green,0,Europe (non EU-27),0,Gas grid,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23370,Announced (early stage),2026.0,2026,Green,0,North America,0,Power & heat,0,0,0,0,0.0,0,0,0,0,0
CETPROJH2337,Plans cancelled,2021.0,2021,Blue_CCS,1,Africa,0,Unknown,0,0,0,0,13.255897270025727,1,1,1,1,0
CETPROJH23369,Design,2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,7.310550158534422,0,0,0,0,0
CETPROJH23368,Design,2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,4.07753744390572,0,0,0,0,0
CETPROJH23367,Announced (advanced),2026.0,2026,Waste,0,Europe (non EU-27),0,Unknown,0,0,0,0,0.0,0,0,0,0,0
CETPROJH23366,Announced (advanced),2026.0,2026,Green,0,Europe (EU-27),1,Unknown,0,1,0,0,0.0,0,0,0,0,0
CETPROJH23365,Announced (advanced),2025.0,2025,Green,0,North America,0,Unknown,0,1,0,1,9.392745258631441,0,0,0,0,0
CETPROJH23364,Announced (early stage),2026.0,2026,Green,0,Europe (non EU-27),0,Transport (other),0,0,0,0,0.0,0,0,0,0,0
CETPROJH23363,Fully commissioned,2020.0,2020,Green,0,Europe (EU-27),1,Power & heat,0,1,0,0,2.3978952727983707,0,0,0,0,1
CETPROJH23362,Fully commissioned,2020.0,2020,Green,0,Europe (EU-27),1,Other,0,1,0,0,1.9459101490553132,0,0,0,0,1
CETPROJH23361,Fully commissioned,2026.0,2026,Green,0,Europe (EU-27),1,Transport (road),0,1,0,0,3.912023005428146,0,0,0,0,1
CETPROJH23360,Design,2026.0,2026,Green,0,Europe (non EU-27),0,Unknown,0,1,0,1,4.795790545596741,0,0,0,0,0
