,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
const,-238.21422933995612,39.406037760449884,-6.045120059724485,1.492987828288429e-09,-315.4486441238633,-160.97981455604895
is_blue,0.23107423037250396,0.21148834925161422,1.0926097403956179,0.2745651842492304,-0.1834353173104884,0.6455837780554963
cbam_endex,-0.40218445027913485,0.1654269722568357,-2.4311902998183297,0.015049307961640699,-0.7264153579740396,-0.0779535425842302
region_EU27,-0.04855814188515184,0.12720225322204193,-0.38173963632852975,0.7026544969942449,-0.29786997695269807,0.2007536931823944
export_to_eu,0.42229183594067293,0.7693480872903729,0.5488956727350497,0.5830770479964542,-1.0856027067232357,1.9301863786045814
log_capacity,0.1362957711817355,0.015519418471138968,8.782273088080006,1.6020354168113273e-18,0.10587826991729746,0.16671327244617354
year_announced,0.11799196243118218,0.019503558295744763,6.049765926914238,1.4505643838556316e-09,0.07976569060114505,0.1562182342612193
