method,n_uk_blue,n_uk_green,n_nonuk_blue,n_nonuk_green,DiD_track1_cancel,DiD_track1_failure,DiD_track1_cancel_ci_lo,DiD_track1_cancel_ci_hi,DiD_track1_cancel_p,DiD_track1_failure_ci_lo,DiD_track1_failure_ci_hi,DiD_track1_failure_p,DiD_har1_cancel,DiD_har1_failure,DiD_har1_cancel_ci_lo,DiD_har1_cancel_ci_hi,DiD_har1_cancel_p,DiD_har1_failure_ci_lo,DiD_har1_failure_ci_hi,DiD_har1_failure_p,Cox_HR_post_track1,Cox_p_post_track1,DiD_brexit_uk_vs_eu,p25_us_45q_did,p26_eu_if_att
Pijler 27: UK Track-1/2 + HAR1 effects,28,55,245,1026,0.1520408163265306,0.2346938775510204,0.01407142249437667,0.3115793618033914,0.026,0.04342939071352578,0.43408770877237296,0.014,0.023094287645371234,0.15365487919667487,-0.01935944234064933,0.08046083239815535,0.406,0.032329241465516766,0.28291117776540303,0.012,1.3536829878280576,0.5481973074516063,0.28283192219885905,-0.147,-0.08
