CATE_dml,CATE_t_learner,log_capacity,years_since_announce,region_eu,region_na,region_asia,post_cbam_proposal,sponsor_corporate
-0.043291309996033055,0.05248022250795906,8.073091199693154,5.0,1,0,0,1,0
0.21240188347912256,0.0692583617750844,7.335633981927201,6.0,1,0,0,0,0
0.059125722518760984,0.27799437379006653,0.6931471805599453,19.0,0,1,0,0,0
-0.009778525574890447,-0.047307731191237795,7.972810784121404,5.0,1,0,0,1,0
0.007506337379064939,0.006855138817936368,9.577064651767916,7.0,1,0,0,0,0
0.2180455402092296,0.07292706008203524,7.2868764117507,7.0,1,0,0,0,0
-0.020051494358529622,0.040840073701731566,8.987321812850125,5.0,1,0,0,1,0
-0.0036918155994198963,0.0063297701284885585,9.210440366976517,6.0,1,0,0,0,0
0.02439406882529356,-0.011624480964309666,10.165890277802454,5.0,1,0,0,1,0
0.025486766543922148,0.015222595000931358,11.225256725762893,6.0,1,0,0,0,0
0.22597121936485456,0.07082984351828447,7.208600337960199,6.0,1,0,0,0,0
-0.012202096206075133,0.018366759740769567,8.294299608857235,7.0,1,0,0,0,0
0.021131177661830987,-0.03480459218549074,9.745956164549392,5.0,1,0,0,1,0
0.010189430353506241,0.0018352517847272098,9.608646582885868,6.0,1,0,0,0,0
0.05939172277401421,0.167328554583692,5.707110264748875,8.0,1,0,0,0,0
-0.17022219657786014,0.29202300257328284,4.6443908991413725,16.0,1,0,0,0,0
0.07712739517924637,0.2917194366339426,1.6094379124341003,17.0,1,0,0,0,0
0.08178442816400663,0.29167776996727596,1.6094379124341003,18.0,1,0,0,0,0
0.06325476503024255,0.28990225309500367,0.6931471805599453,24.0,0,1,0,0,0
0.013467940602601461,0.026637278743435314,10.375551557748782,6.0,1,0,0,0,0
0.0021474747700006894,-0.003494421532378611,9.305741456739435,6.0,1,0,0,0,0
0.02743931929560278,0.11254173052596736,4.61512051684126,6.0,1,0,0,0,0
0.029246659044946926,0.03598419032944862,11.132191993081248,5.0,1,0,0,1,0
0.024401960428071058,0.043418678800631355,10.739153740836397,5.0,1,0,0,1,0
-0.029449246070476835,0.2860913402362698,2.8903717578961645,24.0,0,1,0,0,0
-0.01589875642909461,-0.0492961075442679,8.542080906924017,6.0,1,0,0,0,0
0.014152514108891956,0.02860111604518479,9.588845298501564,5.0,1,0,0,1,0
-0.045831021560342425,0.0317629808521696,8.385032287813898,5.0,1,0,0,1,0
0.021131177661830987,-0.03480459218549074,9.745956164549392,5.0,1,0,0,1,0
0.021083908365952225,0.027156044201734557,9.682404377188837,5.0,1,0,0,1,0
0.02190381872779466,-0.045201083349615506,9.682404377188837,4.0,1,0,0,1,0
-0.0544713795802365,0.2921301454304257,4.74493212836325,15.0,1,0,0,0,0
-0.04557300494169292,0.0569120290248731,8.255568653283746,5.0,1,0,0,1,0
0.04291758463119946,-0.06231034406664769,12.170155270343374,5.0,0,1,0,1,0
0.00425270927942303,0.161034155013898,4.727387818712341,8.0,1,0,0,0,0
0.020894539695834095,0.02604022860804256,9.684149252062896,5.0,1,0,0,1,0
0.20280765123792305,0.12326864166361234,7.170888478512505,8.0,1,0,0,0,0
