Region major,cbam_endex,log_cap,year_announced,is_blue,cancel_B,cate,cate_lo,cate_hi,cate_significant
Asia-Pacific,0,0.0,2018,0,0,0.27226765742390574,-0.1355801589515907,0.6801154737994021,0
Asia-Pacific,1,0.0,2020,0,1,0.1933872329108963,-0.17119241757831405,0.5579668834001066,0
Asia-Pacific,0,10.687411927154141,2021,0,1,-0.11403204736683396,-0.3048912142940884,0.07682711956042039,0
North America,1,11.099801099494575,2011,1,0,0.03090699525660611,-0.14928076338606142,0.21109475389927362,0
Asia-Pacific,0,10.12667110305036,2020,0,1,-0.10729060234198466,-0.34753490070745646,0.13295369602348728,0
Asia-Pacific,0,1.3862943611198906,2020,0,0,0.15078000797403557,-0.10392484618893841,0.4054848621370094,0
Asia-Pacific,0,1.9459101490553132,2017,0,0,0.22491625277748678,-0.3680434196383156,0.8178759251932892,0
North America,1,8.294299608857235,2010,1,0,0.06745084937648715,-0.037642123004192146,0.17254382175716643,0
Asia-Pacific,0,0.0,2018,0,0,0.27226765742390574,-0.1355801589515907,0.6801154737994021,0
Asia-Pacific,0,6.893656354602635,2020,0,1,-0.10990655250302946,-0.27052452491285744,0.05071141990679871,0
Asia-Pacific,0,5.680172609017068,2018,1,1,0.22731054599248743,-0.06372973973357943,0.5183508317185539,0
Asia-Pacific,0,3.8918202981106265,2019,0,0,0.30130084806954743,-0.14782456201566052,0.7504262581547557,0
Asia-Pacific,0,3.58351893845611,2019,0,0,0.29202001958492957,-0.14827643698228088,0.7323164761521401,0
North America,1,11.257942888681463,2011,1,0,0.03090699525660611,-0.14928076338606142,0.21109475389927362,0
Asia-Pacific,0,1.0986122886681098,2017,0,0,0.24637592126846922,-0.16684918843872365,0.659601030975662,0
Asia-Pacific,0,4.394449154672439,2016,0,0,0.27882510468162985,-0.22213970011068768,0.7797899094739473,0
Asia-Pacific,0,2.0794415416798357,2019,0,0,0.22576917594999013,-0.35625880740973004,0.8077971593097101,0
Asia-Pacific,0,2.5649493574615367,2017,0,0,0.24752437280907366,-0.4279159692182103,0.9229647148363573,0
Asia-Pacific,0,4.663439094112067,2018,0,0,0.3107215587171144,-0.11349536140991473,0.7349384788441435,0
Asia-Pacific,0,0.0,2017,0,1,0.25500298695355333,-0.1138995618409544,0.623905535748061,0
North America,1,11.20793445339581,2011,1,0,0.03090699525660611,-0.14928076338606142,0.21109475389927362,0
Asia-Pacific,0,1.9459101490553132,2011,0,0,0.10170517711650925,-0.28759242677075164,0.4910027810037701,0
Europe (EU-27),0,4.990432586778736,2019,0,0,0.4520974831893211,-0.07675589529835658,0.9809508616769984,0
Europe (EU-27),0,5.1298987149230735,2019,0,0,0.4653308650901069,-0.04574380098360825,0.976405531163822,0
