method,reference_p12,n_projects,n_blue,n_green,n_events_cancel,ATE,ATE_ci_lo,ATE_ci_hi,CATE_mean,CATE_median,CATE_range_min,CATE_range_max,CATE_pct_positive,top_feature,top_feature_importance,cbam_importance,cbam_rank,cbam_vs_v7_finding
Causal Forest DML (Athey-Wager-Tibshirani 2019),Pijler 12 v7 baseline,1354,273,1081,49,0.01878267075852414,-0.13352544465196794,0.17109078616901618,0.01878267075852414,0.013489932549032156,-0.20931268008779222,0.2815325609925613,0.6698670605612999,years_since_announce,0.5064981789641785,0.01788225753815149,5,"p12 v7 CBAM importance = 0.009, rank 7/7"
