method,uk_n,uk_blue_n,uk_blue_mega_n,uk_blue_mega_failure_rate,uk_blue_nonmega_failure_rate,uk_green_n,uk_green_mega_failure_rate,uk_oil_major_n,uk_oil_major_failure_rate,uk_non_major_failure_rate,hynet_total_n,hynet_failures
Pijler 27a: Qualitative UK decomposition,83,28,17,0.7647058823529411,0.2727272727272727,55,1.0,15,0.6,0.38235294117647056,3,3
