cause,n_events,concordance,HR_blue,HR_blue_lo,HR_blue_hi,p_blue,HR_logcap,p_logcap,HR_EU27,p_EU27
cancelled,49,0.6554358717434869,2.9421781451765225,1.586188152481,5.45736785665347,0.0006181990294183546,1.0406053404209639,0.23084176395379444,0.7960712973365897,0.5283080263483959
on_hold,227,0.7405966551789754,2.8903184135135813,2.136224045722015,3.910610662877426,5.953154107364207e-12,1.0457355633071317,0.007868286065982683,0.6277462311421792,0.0037146888888198166
decommissioned,91,0.859536710793829,0.2484943567796477,0.09718391837441465,0.635387483692852,0.0036517191539493688,0.7562601829808485,7.498296488208081e-26,3.4165247511212775,8.627226730915653e-08
