N,ATE,ATE_ci_lo,ATE_ci_hi,CATE_mean,CATE_std,CATE_p10,CATE_p90,n_sig_positive,n_sig_negative
628,0.17283172654004303,-0.1632387179614785,0.5089021710415644,0.172831726540043,0.13521474145652945,-0.012742324582396932,0.33898177416890957,93,0
