year,rw_mean,rw_lo95,rw_hi95,p_neg_rw,ar1_mean,ar1_lo95,ar1_hi95,p_neg_ar1
2018,-0.01465949954929253,-0.7968546325916562,0.9901751163075397,0.48125,4.2051980562382845,1.5242194404628222,7.43352524564371,0.001
2019,-0.10273549006113276,-0.8084229839260388,0.7294497796023839,0.529125,3.958591740490088,1.0503113268377513,7.1732018040430585,0.001625
2020,-0.17691664486800548,-0.8402236505863991,0.3883927764411026,0.616875,2.6342449043579372,0.351764005232903,5.351441037563599,0.0095
2021,-0.32604183414497884,-0.9614711114446093,0.12321310134932334,0.724125,-1.7771615693468852,-3.2612592267739746,-0.5585610450428186,0.998875
2022,-0.3562330913943855,-0.955501966165247,0.0636128581677198,0.73675,-0.6469428126805623,-1.4759695194494693,0.05659888123908166,0.961625
2023,-0.424919188202763,-1.0225209599379117,-0.051585417989835014,0.99375,-0.8923286327874143,-1.8213143196895452,-0.13523546601657901,0.99175
2024,-0.42936602409332586,-1.0622002443968914,0.0473418756472776,0.7455,-1.313590068721744,-2.210554823472478,-0.5326304605220071,0.99975
2025,-0.3651944712096367,-1.01865191397754,0.1583747179796961,0.739625,-0.6384750290833904,-1.3087313249471197,-0.05014784444433842,0.984375
2026,-0.3454465134574455,-1.11880085745792,0.2388128605852789,0.7265,-0.26176042319841875,-2.6562371741963435,2.214480838284138,0.586625
