method,n_projects,n_person_years,n_events,ecp_mean_usd,ecp_sd_usd,beta_blue_main,beta_ecp_main,beta_int_blue_x_ecp,p_int,p22_eua_only_beta,p22_eua_only_p
Pijler 23: Cross-country effective carbon-price test,1354,7871,367,35.197154561347695,35.48769462825382,0.9060268304110534,-0.5096094100455512,0.2894974674055712,0.004726626397521761,-0.325,0.004
