method,n_china,n_china_blue,n_china_green,china_overall_failure_rate,china_cancel_rate,china_onhold_rate,pre_14fyp_failure_rate,post_14fyp_failure_rate,within_china_did,china_green_DiD_vs_noncn,china_green_DiD_ci_lo,china_green_DiD_ci_hi,china_green_DiD_p_boot,soe_failure_rate,private_failure_rate,cox_HR_post_14fyp,cox_p_post_14fyp,cox_HR_is_soe,cox_p_is_soe,CAVEAT
Pijler 28: China 14th Five-Year Plan effect,209,17,192,0.06698564593301436,0.0,0.06698564593301436,0.16666666666666666,0.046242774566473986,-0.12042389210019266,-0.05714391867043494,-0.09730268108859345,-0.015646788712541822,0.014,0.0,0.08484848484848485,324967376.920068,0.9969243070247403,4.433801016358208e-09,0.9970253739456145,China data may under-report cancellations - SOE projects rarely formally cancelled
