z,ecp_usd_tco2,log_HR_blue,HR_blue,HR_lo,HR_hi
-1.0,-0.2905400669061251,0.6165293630054822,1.8524875601659594,1.2900649649759475,2.660106470400591
-0.5,17.453307247220785,0.7612780967082677,2.1410108915103487,1.5675246830555891,2.9243097012229815
0.0,35.197154561347695,0.9060268304110534,2.47447148155493,1.8529700321496234,3.3044296490458462
0.5,52.941001875474605,1.050775564113839,2.859868269380569,2.117657955296561,3.8622132048064537
1.0,70.68484918960152,1.1955242978166245,3.3052902727617273,2.347542925374214,4.6537780711599925
1.5,88.42869650372842,1.34027303151941,3.8200863669778657,2.5478900240912425,5.727507746875795
2.0,106.17254381785534,1.4850217652221958,4.415061506527521,2.7298010751138886,7.140728415753815
