year,Y_NA_observed,Y_NA_counterfactual_Round1,treatment_effect_NA
2018,0.09523809523809523,0.09523809523809523,0.0
2019,0.08695652173913043,0.08695652173913043,0.0
2020,0.06666666666666667,0.06666666666666667,0.0
2021,0.043478260869565216,0.043478260869565216,0.0
2022,0.05303030303030303,0.059768462556079656,-0.006738159525776624
2023,0.05813953488372093,0.0565800958770419,0.0015594390066790281
2024,0.05612244897959184,0.05661933618468591,-0.0004968872050940751
2025,0.057692307692307696,0.05492408289390011,0.002768224798407583
2026,0.07655502392344497,0.056836245468403254,0.01971877845504172
