t,tau_H,tau_H_ci_lo,tau_H_ci_hi,tau_H_p,tau_F,tau_F_ci_lo,tau_F_ci_hi,n_boot_valid
2026,-0.000457772289686271,-0.001134669460930169,0.0003160778475929152,0.244,-0.003996698277830335,-0.009883909799980387,0.0027579103711784397,500
