tau_sdid,tau_naive_did,difference,placebo_sd,permutation_p,n_units,n_control,T0_pre,T_post,zeta
0.14807314940259916,0.1388888888888889,0.009184260513710268,0.12263974724736619,0.16666666666666666,7,6,7,4,0.08627022162315977
