project_id,year_calendar,is_blue_ccs,event_any_yr,p_M1,loss_M1,p_M2,loss_M2,p_M3,loss_M3
167,2023,0,0,1e-10,1.000000082790371e-10,6.062293862618684e-08,6.062294050661197e-08,1e-10,1.000000082790371e-10
167,2024,0,0,1e-10,1.000000082790371e-10,6.318692628101428e-08,6.318692824314376e-08,1e-10,1.000000082790371e-10
167,2025,0,0,1e-10,1.000000082790371e-10,1.5847432186935458e-08,1.584743226990415e-08,1e-10,1.000000082790371e-10
167,2026,0,0,1e-10,1.000000082790371e-10,9.563832598415999e-10,9.563833063407693e-10,1e-10,1.000000082790371e-10
168,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
168,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
168,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
168,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
168,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
169,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
169,2023,1,0,2.552679089239866e-10,2.552679179472175e-10,1.9265692250119852e-08,1.926569244932032e-08,1e-10,1.000000082790371e-10
169,2024,1,0,1.4819284045998991e-08,1.4819284131943981e-08,1.441285544811561e-06,1.4412865834539497e-06,1e-10,1.000000082790371e-10
169,2025,1,0,2.1847604352849117e-07,2.1847606734458236e-07,2.5944590752287418e-05,2.594492731905196e-05,1e-10,1.000000082790371e-10
169,2026,1,0,8.179484448749732e-07,8.17948779384503e-07,0.00011237200449444654,0.00011237831870116027,1e-10,1.000000082790371e-10
170,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
170,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
170,2024,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
170,2025,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
170,2026,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
171,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
171,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
171,2024,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
171,2025,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
171,2026,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
172,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
172,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
172,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
172,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
172,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
173,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
173,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
173,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
173,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
173,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
174,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
174,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
174,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
174,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
174,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
175,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
175,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
175,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
175,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
175,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
176,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
176,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
176,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
176,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
176,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
177,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
177,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
177,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
177,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
177,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
178,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
178,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
178,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
178,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
178,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
179,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
179,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
179,2024,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
179,2025,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
179,2026,1,0,2.552679089239866e-10,2.552679179472175e-10,1.9265692250119852e-08,1.926569244932032e-08,1e-10,1.000000082790371e-10
180,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
180,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
180,2024,1,0,2.552679089239866e-10,2.552679179472175e-10,1.9265692250119852e-08,1.926569244932032e-08,1e-10,1.000000082790371e-10
180,2025,1,0,1.4819284045998991e-08,1.4819284131943981e-08,1.441285544811561e-06,1.4412865834539497e-06,1e-10,1.000000082790371e-10
180,2026,1,0,2.1847604352849117e-07,2.1847606734458236e-07,2.5944590752287418e-05,2.594492731905196e-05,1e-10,1.000000082790371e-10
181,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
181,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
181,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
181,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
181,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
182,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
182,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
182,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
182,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
182,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
183,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
183,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
183,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
183,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
183,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
184,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
184,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
184,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
184,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
184,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
185,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
185,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
185,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
185,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
185,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
186,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
186,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
186,2024,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
186,2025,1,0,2.552679089239866e-10,2.552679179472175e-10,1.9265692250119852e-08,1.926569244932032e-08,1e-10,1.000000082790371e-10
186,2026,1,0,1.4819284045998991e-08,1.4819284131943981e-08,1.441285544811561e-06,1.4412865834539497e-06,1e-10,1.000000082790371e-10
187,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
187,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
187,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
187,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
187,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
188,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
188,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
188,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
188,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
188,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
189,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
189,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
189,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
189,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
189,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
190,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
190,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
190,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
190,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
190,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
191,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
191,2023,1,0,1.2160260541340925e-08,1.2160260650202038e-08,4.630057417560736e-09,4.6300574592701e-09,2.7063101481692156e-09,2.706310179621516e-09
191,2024,1,0,1.0946562930872393e-05,1.094662284493749e-05,5.982283628416604e-06,5.982301522399602e-06,3.1190155290082133e-06,3.1190203931019255e-06
191,2025,1,0,0.002496217426725994,0.0024993381719008384,0.0018564669394390847,0.00185819230991388,0.0008072344412717516,0.0008075604304382472
191,2026,1,0,0.12684929974945763,0.13564711461465137,0.12214681356700767,0.13027591295862728,0.0449172441579674,0.04595728692379187
192,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
192,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
192,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
192,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
192,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
193,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
193,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
193,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
193,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
193,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
194,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
194,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
194,2024,1,0,1.2160260541340925e-08,1.2160260650202038e-08,4.630057417560736e-09,4.6300574592701e-09,2.3148578317783135e-09,2.3148578636314854e-09
194,2025,1,0,1.0946562930872393e-05,1.094662284493749e-05,5.982283628416604e-06,5.982301522399602e-06,2.6191415099460347e-06,2.6191449398535078e-06
194,2026,1,0,0.002496217426725994,0.0024993381719008384,0.0018564669394390847,0.00185819230991388,0.0006655748637071262,0.000665796456986774
195,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
195,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
195,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
195,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
195,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
196,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
196,2023,1,1,1e-10,23.025850929940457,1e-10,23.025850929940457,1e-10,23.025850929940457
197,2022,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.7655665470540983e-05,2.7656047895549984e-05,3.5333271944370183e-10,3.5333269649687164e-10
197,2023,1,0,1.5940056480797988e-05,1.5940183524806947e-05,0.00045206005545706917,0.00045216226540844786,4.976430337986402e-09,4.976430391271493e-09
197,2024,1,0,5.967511028559607e-05,5.967689091582893e-05,0.0019552008720973763,0.0019571147724357567,1.5752235122252262e-08,1.5752235195952847e-08
197,2025,1,0,5.6736501947421846e-05,5.673811152358228e-05,0.002037725671842858,0.0020398046595509443,1.120615525245052e-08,1.1206155288773517e-08
197,2026,1,0,1.3699192795228494e-05,1.3699286630056482e-05,0.0005118478636315505,0.0005119789024658563,1.7916834112762552e-09,1.7916833588379629e-09
198,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
198,2027,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
199,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
199,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
200,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
200,2027,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
201,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
201,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
201,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
203,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
203,2024,1,1,1e-10,23.025850929940457,1e-10,23.025850929940457,1e-10,23.025850929940457
204,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
204,2024,1,1,1e-10,23.025850929940457,1e-10,23.025850929940457,1e-10,23.025850929940457
205,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
205,2023,1,1,1.2160260541340925e-08,18.22509253454081,4.630057417560736e-09,19.19069656772414,2.7063101481692156e-09,19.727679698773294
206,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
206,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
206,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
206,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
206,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
207,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
207,2024,1,1,1e-10,23.025850929940457,1e-10,23.025850929940457,1e-10,23.025850929940457
208,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
208,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
208,2024,1,0,1e-10,1.000000082790371e-10,1.0801757304694216e-09,1.0801757272254862e-09,1e-10,1.000000082790371e-10
208,2025,1,0,1.8624690915366784e-08,1.8624691074076678e-08,3.358295398250506e-07,3.35829596234432e-07,1e-10,1.000000082790371e-10
208,2026,1,0,1.0812338176072077e-06,1.0812344021239935e-06,2.5123153922821503e-05,2.5123469514496492e-05,1.8228871775350136e-10,1.8228873967514613e-10
210,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
210,2027,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
211,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
211,2027,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
212,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
212,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
212,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
212,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
212,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
213,2022,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
213,2023,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
213,2024,1,0,1.2836529602175484e-10,1.2836531838302897e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
213,2025,1,0,1.1555459595716234e-07,1.1555460267941974e-07,3.683448182124879e-08,3.6834482476421045e-08,5.1105271965803084e-08,5.110527332011466e-08
213,2026,1,0,2.6415639473385977e-05,2.6415988372513675e-05,1.1451812577460377e-05,1.14518781499517e-05,1.2995292069164354e-05,1.2995376508757318e-05
214,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
214,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
214,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
214,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
214,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
215,2025,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
215,2026,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
216,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
216,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
216,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
216,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
216,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
217,2024,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
217,2025,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
217,2026,1,0,1.2836529602175484e-10,1.2836531838302897e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
218,2022,1,0,0.019060171938842217,0.019244158646449093,0.01886101225195287,0.019041149790771518,0.01718210344219874,0.017331428735136212
218,2023,1,0,0.0011899446546279656,0.001190653200911515,0.001052783350176798,0.0010533379158271382,0.0006758132213771922,0.0006760416860710864
218,2024,1,0,1.8549870904654184e-05,1.855004295564351e-05,1.5303976249662083e-05,1.5304093356753576e-05,5.879290639599224e-06,5.879307922651345e-06
218,2025,1,0,7.334992727490701e-08,7.334992993327751e-08,5.3476967820206285e-08,5.347696928385348e-08,1.1487482492149631e-08,1.1487482586758932e-08
218,2026,1,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
219,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
219,2027,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
220,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
220,2027,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
221,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
221,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
222,2022,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
222,2023,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
222,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
222,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
222,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
223,2024,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
223,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
223,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
224,2026,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
224,2027,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
225,2025,0,0,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10,1e-10,1.000000082790371e-10
