outcome,label,n_events,HR_blue,beta_blue,se_blue,p_blue,HR_logcap,p_logcap,HR_EU,p_EU,concordance
1,Cancelled (Plans cancelled),102,1.5756158390887427,0.45464620479875323,0.19525664465847617,0.019887984805714635,1.033029290658416,0.03610593724332755,0.8465067440283149,0.21976175143384397,0.753765277644115
2,Decommissioned (post-commissioning),49,0.9542915069245406,-0.046786091394675565,0.24575982159711368,0.8490166722961809,0.97533945062958,0.16584808887555458,1.0687950265228214,0.6587105858735144,0.8448210566180647
3,On-hold (assumed/confirmed),947,0.8672838189019847,-0.1423889983296163,0.1043772599309769,0.17251204297379719,1.0113170209152518,0.1540869600579682,0.7762382723581788,0.00018674857559802848,0.9081933687998651
