year,rel_year,DiD,treated,control
2021,-2,-0.08556943727413527,0.0,0.004
2022,-1,-0.036732720592758394,0.05454545454545454,0.009708737864077669
2023,0,0.0,0.09230769230769231,0.010738255033557046
2024,1,0.0016335457724274312,0.0958904109589041,0.012687427912341407
2025,2,0.007729359167518315,0.10256410256410256,0.013265306122448979
2026,3,0.0027303176464034008,0.10126582278481013,0.016966067864271458
