log_capacity,is_mega,is_blue,sp_oil_major,sp_industrial_gas,sect_chemical,sect_power_heat,sect_transport,sect_industry,sect_gas_grid,announce_year,failure,treat_45Q,cate,Geography,Primary owner,policy,treat_UK_Track,treat_China_FYP,treat_EU_IF_eligible
8.202756381655638,0,0,0,0,0,0,1,0,0,2024.0,0,0.0,0.08381635832802457,United States,Plug Power Inc.,US 45Q,,,
8.60813018640834,0,1,0,0,0,0,0,0,0,2024.0,0,1.0,0.08266867247120419,United States,,US 45Q,,,
12.496504683358769,1,1,0,0,1,0,0,0,0,2024.0,0,1.0,0.1301738319463617,United States,"CF Industries Blue Point, LLC",US 45Q,,,
6.999422467507961,0,0,0,0,0,0,1,0,0,2023.0,0,0.0,0.06876692424978686,United States,,US 45Q,,,
9.875602349046593,0,0,0,0,0,0,0,0,0,2023.0,0,0.0,0.10067670102204666,United States,First Ammonia LLC,US 45Q,,,
5.7745515455444085,0,0,0,0,0,0,0,0,1,2023.0,0,0.0,0.05054473280644261,United States,,US 45Q,,,
0.0,0,1,1,0,0,0,0,1,0,2023.0,0,1.0,0.024645980159556727,United States,BP p.l.c.,US 45Q,,,
0.0,0,1,0,0,1,0,0,0,0,2023.0,0,1.0,0.025515611523677564,United States,,US 45Q,,,
14.26626829240953,1,1,0,0,0,0,0,0,0,2023.0,0,1.0,0.13120742213332598,United States,U.S. Department of Energy,US 45Q,,,
12.450981602512561,1,0,0,0,0,0,0,0,0,2023.0,0,0.0,0.14588382147480744,United States,,US 45Q,,,
0.0,0,1,0,0,0,0,0,0,0,2023.0,0,1.0,0.024645980159556727,United States,Battelle Memorial Institute,US 45Q,,,
9.682404377188837,0,0,0,0,0,0,1,0,0,2023.0,0,0.0,0.10333669468943053,United States,,US 45Q,,,
9.682404377188837,0,0,0,0,0,0,1,0,0,2023.0,0,0.0,0.10333669468943053,United States,New Fortress Energy Inc.,US 45Q,,,
12.114510931441727,1,1,0,0,0,0,0,1,0,2023.0,0,1.0,0.12423154085663278,United States,,US 45Q,,,
12.114510931441727,1,1,0,0,0,0,0,1,0,2023.0,0,1.0,0.12423154085663278,United States,,US 45Q,,,
12.114510931441727,1,1,0,0,0,0,0,1,0,2023.0,0,1.0,0.12423154085663278,United States,,US 45Q,,,
