z,eua_eur_tco2,log_HR_blue,se_log_HR,HR_blue,HR_lo,HR_hi
-1.5,-14.375509663046493,1.6938870502097458,0.2592142039347263,5.440587493740867,3.2733934872761434,9.042601322482707
-1.0,0.5448363546310304,1.531632370016563,0.21233048625908046,4.62572155189555,3.050985389449608,7.013242328089617
-0.5,15.46518237230855,1.3693776898233805,0.17134429725277003,3.9329024485476136,2.8110072391313983,5.502554904330784
0.0,30.38552838998607,1.207123009630198,0.14147756691291405,3.343850574718095,2.5340706909246467,4.412401242825086
0.5,45.305874407663595,1.0448683294370154,0.130596081911652,2.8430241564144834,2.2009740423202904,3.6723678691981876
1.0,60.22622042534111,0.8826136492438328,0.14309847034219533,2.4172091944143492,1.8260234920069593,3.1997946987743346
1.5,75.14656644301863,0.7203589690506501,0.1740155416921195,2.0551708209648543,1.4612445547057924,2.8904998069921026
