T,psi_h0,sigma2_h0,loglik_h0,aic_h0,bic_h0,psi_h1,lambda_h1,alpha_h_h1,loglik_h1,aic_h1,bic_h1,lr_stat,lr_p_value,sv_significant,corr_gas_sd_vs_sv_sigma
17,0.0393260444524684,1.0401095503205922,-24.45622630080842,50.91245260161684,51.74566594567306,-0.11487482375827801,-0.3594002659887473,0.23363942935100487,-23.225185211295447,52.45037042259089,54.95001045475954,2.4620821790259484,0.2919884332917537,False,-0.08051804081890565
