subgroup,N,cancel_rate,beta_cbam_x_post,se,p,ci_lo,ci_hi
Unknown,621,0.2431561996779388,0.1397806677225972,0.09662944098922457,0.14801908360104774,-0.04961303661628297,0.32917437206147737
