model_A,model_B,mean_diff,se_hac,DM_stat,DM_pvalue,DM_HLN_stat,DM_HLN_pvalue,T,lag_NW
M1,M2,0.00011659796778142837,0.000966600583436438,0.12062683364715313,0.9039866138587926,0.12008073460835739,0.9044272855735851,2982,14
M1,M3,0.001044452248762562,0.0010354990777447588,1.008646237558514,0.3131443240131553,1.0040799174109847,0.3154215891151977,2982,14
M2,M3,0.0009278542809811332,0.0013808012319840707,0.6719680280469486,0.5016040505028889,0.6689259097792063,0.5035945391873589,2982,14
