variable,outcome_1,outcome_2,outcome_3
const,-2.9177675909370495,-1.4374865763785474,-2.6613669122402777
is_blue_ccs,1.3369605134966371,1.254963155439067,0.4749355266279214
log_capacity,0.04731260651672723,0.0023124556570261537,-0.24082984708426783
announce_year_c,-0.041771169605143016,0.01021467093166244,-0.2206275724426315
is_EU27,-0.8478558445403629,-0.4606868613755063,1.3128353647953364
is_Asia,-1.9043725985238125,-0.6231922998478905,-0.38395101831187556
is_NA,-0.22878516141449565,-0.39038066901050583,0.13024541654673907
