method,reference_p18,n_total,n_US_Green,n_NonUS_Green,n_US_Blue,n_NonUS_Blue,point_DDD,point_DiD_Green,point_DiD_Blue,bootstrap_n,bootstrap_mean,bootstrap_se,bootstrap_ci_lo,bootstrap_ci_hi,bootstrap_p_2sided,permutation_n,permutation_p_2sided,spec2_only_EU_NonUS_Blue,spec3_only_EU_NonUS_Green,pre_trump_DDD,pre_trump_ci_lo,pre_trump_ci_hi,pre_trump_p
Pijler 18b: Bootstrap + Permutation inference voor 45V Triple-DiD,Strengthens Pijler 18 with formal inference,1354,79,1002,85,188,0.2847461690252914,0.06876906574079217,-0.21597710328449918,1000,0.287872723395413,0.08839467477119503,0.11678855956615021,0.4682840256302386,0.0,1000,0.0,0.3085197138020124,0.2808711719274357,0.27886463622724417,0.1076583805809908,0.4597122041558433,0.0
