K_ratio,z_bar_B,beta_int_approx
1.1,-0.05747057193390919,0.24221622908980067
1.5,-0.03192809551883844,0.24221622908980067
2.0,0.0,0.24221622908980067
2.5,0.03192809551883844,0.24221622908980067
3.0,0.06385619103767688,0.24221622908980067
4.0,0.12771238207535376,0.24221622908980067
