,"China National Emissions Trading System",,,," ","German National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," "
Date,"Exchange rate CNY/EUR","Exchange rate CNY/USD","Market Currency","Secondary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Secondary Stability 5"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market"," "
2023-03-07,0.135434628,0.144993958,CNY,56," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,91.56,," ",0.579484362,0.62038588,NZD,,,,65.75,," ",,,,,,,,," "
2023-03-08,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",,,,,," ",0.579484362,0.62038588,NZD,,,,67,," ",,,,,,,,," "
2023-03-09,0.135434628,0.144993958,CNY,56," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,95.43,," ",0.579484362,0.62038588,NZD,,,,66.25,," ",,,,,,,,," "
2023-03-10,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,95.16,," ",0.579484362,0.62038588,NZD,,,,66,," ",,,,,,,,," "
2023-03-13,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,94.36,89.49," ",0.579484362,0.62038588,NZD,,,,65.5,," ",,,,,,,,," "
2023-03-14,0.135434628,0.144993958,CNY,56," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,92.34,," ",0.579484362,0.62038588,NZD,,,,65.25,," ",,,,,,,,," "
2023-03-15,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,90.31,," ",0.579484362,0.62038588,NZD,,33.06,80.64,68,," ",,,,,,,,," "
2023-03-16,0.135434628,0.144993958,CNY,56," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,83.25,," ",0.579484362,0.62038588,NZD,,,,66.75,," ",,,,,,,,," "
2023-03-17,0.135434628,0.144993958,CNY,56.75," ",,,,," ",,,,," ",1,1.070582609,EUR,86.5,," ",0.579484362,0.62038588,NZD,,,,66,," ",,,,,,,,," "
2023-03-20,0.135434628,0.144993958,CNY,57," ",,,,," ",,,,," ",1,1.070582609,EUR,82.46,89.98," ",0.579484362,0.62038588,NZD,,,,65.75,," ",,,,,,,,," "
2023-03-21,0.135434628,0.144993958,CNY,56," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,87.14,," ",0.579484362,0.62038588,NZD,,,,65,," ",,,,,,,,," "
2023-03-22,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,86.14,," ",0.579484362,0.62038588,NZD,,,,65,," ",,,,,,,,," "
2023-03-23,0.135434628,0.144993958,CNY,56," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,88.27,," ",0.579484362,0.62038588,NZD,,,,64.45,," ",,,,,,,,," "
2023-03-24,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,88.09,," ",0.579484362,0.62038588,NZD,,,,63.1,," ",,,,,,,,," "
2023-03-27,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,85.18,96," ",0.579484362,0.62038588,NZD,,,,61.5,," ",,,,,,,,," "
2023-03-28,0.135434628,0.144993958,CNY,56," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,86.54,," ",0.579484362,0.62038588,NZD,,,,60.5,," ",,,,,,,,," "
2023-03-29,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,87.16,," ",0.579484362,0.62038588,NZD,,,,60,," ",,,,,,,,," "
2023-03-30,0.135434628,0.144993958,CNY,56.7," ",1,1.070582609,EUR,30," ",,,,," ",1,1.070582609,EUR,87.42,," ",0.579484362,0.62038588,NZD,,,,54,," ",,,,,,,,," "
2023-03-31,0.135434628,0.144993958,CNY,56," ",,,,," ",,,,," ",1,1.070582609,EUR,88.61,," ",0.579484362,0.62038588,NZD,,,,54.5,," ",,,,,,,,," "
2023-04-03,0.132359235,0.145167933,CNY,56," ",,,,," ",,,,," ",1,1.096772222,EUR,89.82,95.66," ",0.566490429,0.621310966,NZD,,,,58,," ",,,,,,,,," "
2023-04-04,0.132359235,0.145167933,CNY,56," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,94.12,," ",0.566490429,0.621310966,NZD,,,,59,," ",,,,,,,,," "
2023-04-06,0.132359235,0.145167933,CNY,50.52," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,94.3,," ",0.566490429,0.621310966,NZD,,,,59.25,," ",,,,,,,,," "
2023-04-07,0.132359235,0.145167933,CNY,55.4," ",,,,," ",,,,," ",,,,,," ",0.566490429,0.621310966,NZD,,,,59.25,," ",,,,,,,,," "
2023-04-10,0.132359235,0.145167933,CNY,56," ",,,,," ",,,,," ",1,1.096772222,EUR,,92.9," ",0.566490429,0.621310966,NZD,,,,59.25,," ",,,,,,,,," "
2023-04-11,0.132359235,0.145167933,CNY,56," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,95.52,," ",0.566490429,0.621310966,NZD,,,,59.25,," ",,,,,,,,," "
2023-04-12,0.132359235,0.145167933,CNY,56," ",,,,," ",,,,," ",1,1.096772222,EUR,93.9,," ",0.566490429,0.621310966,NZD,,,,59,," ",,,,,,,,," "
2023-04-13,0.132359235,0.145167933,CNY,56," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,90.51,," ",0.566490429,0.621310966,NZD,,,,62.5,," ",,,,,,,,," "
2023-04-14,0.132359235,0.145167933,CNY,56," ",,,,," ",,,,," ",1,1.096772222,EUR,92.3,," ",0.566490429,0.621310966,NZD,,,,62.75,," ",,,,,,,,," "
2023-04-17,0.132359235,0.145167933,CNY,56," ",,,,," ",,,,," ",1,1.096772222,EUR,90.55,86.88," ",0.566490429,0.621310966,NZD,,,,61.75,," ",,,,,,,,," "
2023-04-18,0.132359235,0.145167933,CNY,56," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,90.55,," ",0.566490429,0.621310966,NZD,,,,61.35,," ",,,,,,,,," "
2023-04-19,0.132359235,0.145167933,CNY,56," ",,,,," ",,,,," ",,,,,," ",0.566490429,0.621310966,NZD,,,,61.35,," ",,,,,,,,," "
2023-04-20,0.132359235,0.145167933,CNY,53.4," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,90.68,," ",0.566490429,0.621310966,NZD,,,,60.5,," ",,,,,,,,," "
2023-04-21,0.132359235,0.145167933,CNY,53.4," ",,,,," ",,,,," ",1,1.096772222,EUR,88.6,," ",0.566490429,0.621310966,NZD,,,,61.15,," ",,,,,,,,," "
2023-04-24,0.132359235,0.145167933,CNY,53.4," ",,,,," ",,,,," ",1,1.096772222,EUR,85.7,85.79," ",0.566490429,0.621310966,NZD,,,,60.57,," ",,,,,,,,," "
2023-04-25,0.132359235,0.145167933,CNY,53.4," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,84.73,," ",0.566490429,0.621310966,NZD,,,,60.82,," ",,,,,,,,," "
2023-04-26,0.132359235,0.145167933,CNY,54.92," ",,,,," ",,,,," ",1,1.096772222,EUR,83.31,," ",0.566490429,0.621310966,NZD,,,,61,," ",,,,,,,,," "
2023-04-27,0.132359235,0.145167933,CNY,55," ",1,1.096772222,EUR,30," ",,,,," ",1,1.096772222,EUR,85,," ",0.566490429,0.621310966,NZD,,,,58.5,," ",,,,,,,,," "
2023-04-28,0.132359235,0.145167933,CNY,55," ",,,,," ",,,,," ",1,1.096772222,EUR,84,," ",0.566490429,0.621310966,NZD,,,,56,," ",,,,,,,,," "
2023-05-04,0.131557706,0.142970337,CNY,55.5," ",1,1.08675,EUR,30," ",,,,," ",1,1.08675,EUR,82.23,," ",0.572070148,0.621697233,NZD,,,,54.75,," ",,,,,,,,," "
2023-05-05,0.131557706,0.142970337,CNY,55.5," ",,,,," ",,,,," ",1,1.08675,EUR,84.38,," ",0.572070148,0.621697233,NZD,,,,54.5,," ",,,,,,,,," "
2023-05-08,0.131557706,0.142970337,CNY,56," ",,,,," ",,,,," ",1,1.08675,EUR,82.99,88.69," ",0.572070148,0.621697233,NZD,,,,54,," ",,,,,,,,," "
2023-05-09,0.131557706,0.142970337,CNY,56," ",1,1.08675,EUR,30," ",,,,," ",1,1.08675,EUR,83.84,," ",0.572070148,0.621697233,NZD,,,,54,," ",,,,,,,,," "
2023-05-10,0.131557706,0.142970337,CNY,56," ",,,,," ",,,,," ",1,1.08675,EUR,85.85,," ",0.572070148,0.621697233,NZD,,,,54,," ",,,,,,,,," "
2023-05-11,0.131557706,0.142970337,CNY,56," ",1,1.08675,EUR,30," ",,,,," ",1,1.08675,EUR,86.75,," ",0.572070148,0.621697233,NZD,,,,52,," ",,,,,,,,," "
2023-05-12,0.131557706,0.142970337,CNY,56," ",,,,," ",,,,," ",1,1.08675,EUR,86.67,," ",0.572070148,0.621697233,NZD,,,,52.5,," ",,,,,,,,," "
2023-05-15,0.131557706,0.142970337,CNY,56," ",,,,," ",,,,," ",1,1.08675,EUR,85.7,84.74," ",0.572070148,0.621697233,NZD,,,,52.25,," ",,,,,,,,," "
2023-05-16,0.131557706,0.142970337,CNY,56.5," ",1,1.08675,EUR,30," ",,,,," ",1,1.08675,EUR,85.05,," ",0.572070148,0.621697233,NZD,,,,51.95,," ",,,,,,,,," "
2023-05-17,0.131557706,0.142970337,CNY,56.25," ",,,,," ",,,,," ",1,1.08675,EUR,85.58,," ",0.572070148,0.621697233,NZD,,,,51.5,," ",,,,,,,,," "
2023-05-18,0.131557706,0.142970337,CNY,57.93," ",,,,," ",,,,," ",,,,,," ",0.572070148,0.621697233,NZD,,,,51.5,," ",,,,,,,,," "
2023-05-19,0.131557706,0.142970337,CNY,57," ",,,,," ",,,,," ",,,,,," ",0.572070148,0.621697233,NZD,,,,54,," ",,,,,,,,," "
2023-05-22,0.131557706,0.142970337,CNY,57.21," ",,,,," ",,,,," ",1,1.08675,EUR,85.2,80.42," ",0.572070148,0.621697233,NZD,,,,54,," ",,,,,,,,," "
2023-05-23,0.131557706,0.142970337,CNY,56," ",1,1.08675,EUR,30," ",,,,," ",1,1.08675,EUR,84.32,," ",0.572070148,0.621697233,NZD,,,,54,," ",,,,,,,,," "
2023-05-24,0.131557706,0.142970337,CNY,57," ",,,,," ",,,,," ",1,1.08675,EUR,83,," ",0.572070148,0.621697233,NZD,,,,53.75,," ",,,,,,,,," "
2023-05-25,0.131557706,0.142970337,CNY,57," ",1,1.08675,EUR,30," ",,,,," ",1,1.08675,EUR,81.12,," ",0.572070148,0.621697233,NZD,,,,54,," ",,,,,,,,," "
2023-05-26,0.131557706,0.142970337,CNY,57," ",,,,," ",,,,," ",1,1.08675,EUR,81.11,," ",0.572070148,0.621697233,NZD,,,,55,," ",,,,,,,,," "
2023-05-29,0.131557706,0.142970337,CNY,57," ",,,,," ",,,,," ",1,1.08675,EUR,,83.69," ",0.572070148,0.621697233,NZD,,,,55.25,," ",,,,,,,,," "
2023-05-30,0.131557706,0.142970337,CNY,57," ",1,1.08675,EUR,30," ",,,,," ",1,1.08675,EUR,79.79,," ",0.572070148,0.621697233,NZD,,,,54.5,," ",,,,,,,,," "
2023-05-31,0.131557706,0.142970337,CNY,58.5," ",,,,," ",,,,," ",,,,,," ",0.572070148,0.621697233,NZD,,,,54.7,," ",,,,,,,,," "
2023-06-01,0.128799193,0.139616569,CNY,57.51," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,78.62,," ",0.565686062,0.613195977,NZD,,,,55,," ",,,,,,,,," "
2023-06-02,0.128799193,0.139616569,CNY,58.5," ",,,,," ",,,,," ",1,1.083986364,EUR,78.2,," ",0.565686062,0.613195977,NZD,,,,55.75,," ",,,,,,,,," "
2023-06-05,0.128799193,0.139616569,CNY,58.5," ",,,,," ",,,,," ",1,1.083986364,EUR,78.55,91.33," ",0.565686062,0.613195977,NZD,,,,55.75,," ",,,,,,,,," "
2023-06-06,0.128799193,0.139616569,CNY,58.5," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,80.07,," ",0.565686062,0.613195977,NZD,,,,55.75,," ",,,,,,,,," "
2023-06-07,0.128799193,0.139616569,CNY,58.5," ",,,,," ",,,,," ",1,1.083986364,EUR,78.25,," ",0.565686062,0.613195977,NZD,,,,56.5,," ",,,,,,,,," "
2023-06-08,0.128799193,0.139616569,CNY,58.6," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,81.54,," ",0.565686062,0.613195977,NZD,,,,56.3,," ",,,,,,,,," "
2023-06-09,0.128799193,0.139616569,CNY,58.5," ",,,,," ",,,,," ",1,1.083986364,EUR,83.11,," ",0.565686062,0.613195977,NZD,,,,56,," ",,,,,,,,," "
2023-06-10,0.128799193,0.139616569,CNY,58.5," ",,,,," ",,,,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2023-06-12,0.128799193,0.139616569,CNY,57," ",,,,," ",,,,," ",1,1.083986364,EUR,83.45,91.12," ",0.565686062,0.613195977,NZD,,,,55,," ",,,,,,,,," "
2023-06-13,0.128799193,0.139616569,CNY,57," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,86.44,," ",0.565686062,0.613195977,NZD,,,,57.25,," ",,,,,,,,," "
2023-06-14,0.128799193,0.139616569,CNY,57," ",,,,," ",,,,," ",,,,,," ",0.565686062,0.613195977,NZD,,33.06,80.64,60.5,," ",,,,,,,,," "
2023-06-15,0.128799193,0.139616569,CNY,57," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,91.67,," ",0.565686062,0.613195977,NZD,,,,60,," ",,,,,,,,," "
2023-06-16,0.128799193,0.139616569,CNY,57.8," ",,,,," ",,,,," ",1,1.083986364,EUR,89.3,," ",0.565686062,0.613195977,NZD,,,,60,," ",,,,,,,,," "
2023-06-17,0.128799193,0.139616569,CNY,57.8," ",,,,," ",,,,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2023-06-19,0.128799193,0.139616569,CNY,57.8," ",,,,," ",,,,," ",1,1.083986364,EUR,90.16,87.96," ",0.565686062,0.613195977,NZD,,,,59.25,," ",,,,,,,,," "
2023-06-20,0.128799193,0.139616569,CNY,57.53," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,91.55,," ",0.565686062,0.613195977,NZD,,,,53.25,," ",,,,,,,,," "
2023-06-21,0.128799193,0.139616569,CNY,57," ",,,,," ",,,,," ",1,1.083986364,EUR,90.35,," ",0.565686062,0.613195977,NZD,,,,51.25,," ",,,,,,,,," "
2023-06-26,0.128799193,0.139616569,CNY,57.4," ",,,,," ",,,,," ",1,1.083986364,EUR,86.01,86.5," ",0.565686062,0.613195977,NZD,,,,41,," ",,,,,,,,," "
2023-06-27,0.128799193,0.139616569,CNY,57.4," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,85.35,," ",0.565686062,0.613195977,NZD,,,,42.5,," ",,,,,,,,," "
2023-06-28,0.128799193,0.139616569,CNY,57.5," ",,,,," ",,,,," ",,,,,," ",0.565686062,0.613195977,NZD,,,,41,," ",,,,,,,,," "
2023-06-29,0.128799193,0.139616569,CNY,57.98," ",1,1.083986364,EUR,30," ",,,,," ",1,1.083986364,EUR,86.6,," ",0.565686062,0.613195977,NZD,,,,41,," ",,,,,,,,," "
2023-06-30,0.128799193,0.139616569,CNY,60," ",,,,," ",,,,," ",1,1.083986364,EUR,85.31,," ",0.565686062,0.613195977,NZD,,,,41.75,," ",,,,,,,,," "
2023-07-03,0.125855887,0.139173238,CNY,60," ",,,,," ",,,,," ",1,1.105814286,EUR,87.11,86.15," ",0.562662382,0.6222001,NZD,,,,41.75,," ",,,,,,,,," "
2023-07-04,0.125855887,0.139173238,CNY,60," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,85,," ",0.562662382,0.6222001,NZD,,,,37,," ",,,,,,,,," "
2023-07-05,0.125855887,0.139173238,CNY,60," ",,,,," ",,,,," ",1,1.105814286,EUR,84.84,," ",0.562662382,0.6222001,NZD,,,,37.75,," ",,,,,,,,," "
2023-07-06,0.125855887,0.139173238,CNY,59," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,84.18,," ",0.562662382,0.6222001,NZD,,,,38,," ",,,,,,,,," "
2023-07-07,0.125855887,0.139173238,CNY,58.17," ",,,,," ",,,,," ",1,1.105814286,EUR,84.82,," ",0.562662382,0.6222001,NZD,,,,39.5,," ",,,,,,,,," "
2023-07-10,0.125855887,0.139173238,CNY,59," ",,,,," ",,,,," ",1,1.105814286,EUR,85,88.99," ",0.562662382,0.6222001,NZD,,,,39,," ",,,,,,,,," "
2023-07-11,0.125855887,0.139173238,CNY,60," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,83.62,," ",0.562662382,0.6222001,NZD,,,,38.25,," ",,,,,,,,," "
2023-07-12,0.125855887,0.139173238,CNY,59.75," ",,,,," ",,,,," ",1,1.105814286,EUR,85.32,," ",0.562662382,0.6222001,NZD,,,,39.25,," ",,,,,,,,," "
2023-07-13,0.125855887,0.139173238,CNY,60," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,84.25,," ",0.562662382,0.6222001,NZD,,,,38,," ",,,,,,,,," "
2023-07-14,0.125855887,0.139173238,CNY,60," ",,,,," ",,,,," ",1,1.105814286,EUR,85.51,," ",0.562662382,0.6222001,NZD,,,,38,," ",,,,,,,,," "
2023-07-15,0.125855887,0.139173238,CNY,60," ",,,,," ",,,,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2023-07-16,0.125855887,0.139173238,CNY,60," ",,,,," ",,,,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2023-07-17,0.125855887,0.139173238,CNY,60," ",,,,," ",,,,," ",1,1.105814286,EUR,84.72,90.72," ",0.562662382,0.6222001,NZD,,,,49.95,," ",,,,,,,,," "
2023-07-18,0.125855887,0.139173238,CNY,61.02," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,84.9,," ",0.562662382,0.6222001,NZD,,,,50,," ",,,,,,,,," "
2023-07-19,0.125855887,0.139173238,CNY,61," ",,,,," ",,,,," ",1,1.105814286,EUR,86.03,," ",0.562662382,0.6222001,NZD,,,,49.75,," ",,,,,,,,," "
2023-07-20,0.125855887,0.139173238,CNY,61," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,87.76,," ",0.562662382,0.6222001,NZD,,,,48,," ",,,,,,,,," "
2023-07-21,0.125855887,0.139173238,CNY,63.43," ",,,,," ",,,,," ",1,1.105814286,EUR,89.36,," ",0.562662382,0.6222001,NZD,,,,47.25,," ",,,,,,,,," "
2023-07-24,0.125855887,0.139173238,CNY,64," ",,,,," ",,,,," ",1,1.105814286,EUR,90.3,84.73," ",0.562662382,0.6222001,NZD,,,,45,," ",,,,,,,,," "
2023-07-25,0.125855887,0.139173238,CNY,64," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,90.25,," ",0.562662382,0.6222001,NZD,,,,51.25,," ",,,,,,,,," "
2023-07-26,0.125855887,0.139173238,CNY,61.12," ",,,,," ",,,,," ",,,,,," ",0.562662382,0.6222001,NZD,,,,65.25,," ",,,,,,,,," "
2023-07-27,0.125855887,0.139173238,CNY,64," ",1,1.105814286,EUR,30," ",,,,," ",1,1.105814286,EUR,88.02,," ",0.562662382,0.6222001,NZD,,,,61.5,," ",,,,,,,,," "
2023-07-28,0.125855887,0.139173238,CNY,61.05," ",,,,," ",,,,," ",1,1.105814286,EUR,87.33,," ",0.562662382,0.6222001,NZD,,,,60,," ",,,,,,,,," "
2023-07-31,0.125855887,0.139173238,CNY,64.74," ",,,,," ",,,,," ",1,1.105814286,EUR,86.65,84.52," ",0.562662382,0.6222001,NZD,,,,59.75,," ",,,,,,,,," "
2023-08-01,0.126389095,0.137876215,CNY,64.99," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,84.69,," ",0.550099176,0.600096015,NZD,,,,57.5,," ",,,,,,,,," "
2023-08-02,0.126389095,0.137876215,CNY,64.97," ",,,,," ",,,,," ",1,1.090886957,EUR,81.88,," ",0.550099176,0.600096015,NZD,,,,57,," ",,,,,,,,," "
2023-08-03,0.126389095,0.137876215,CNY,64.27," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,83.52,," ",0.550099176,0.600096015,NZD,,,,58,," ",,,,,,,,," "
2023-08-04,0.126389095,0.137876215,CNY,66," ",,,,," ",,,,," ",1,1.090886957,EUR,83.33,," ",0.550099176,0.600096015,NZD,,,,58,," ",,,,,,,,," "
2023-08-07,0.126389095,0.137876215,CNY,66," ",,,,," ",,,,," ",1,1.090886957,EUR,82.28,88.03," ",0.550099176,0.600096015,NZD,,,,59.9,," ",,,,,,,,," "
2023-08-08,0.126389095,0.137876215,CNY,67," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,81.46,," ",0.550099176,0.600096015,NZD,,,,60.25,," ",,,,,,,,," "
2023-08-09,0.126389095,0.137876215,CNY,67.93," ",,,,," ",,,,," ",,,,,," ",0.550099176,0.600096015,NZD,,,,60.75,," ",,,,,,,,," "
2023-08-10,0.126389095,0.137876215,CNY,69.52," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,82.24,," ",0.550099176,0.600096015,NZD,,,,59.95,," ",,,,,,,,," "
2023-08-11,0.126389095,0.137876215,CNY,69.9," ",,,,," ",,,,," ",1,1.090886957,EUR,84.2,," ",0.550099176,0.600096015,NZD,,,,60.2,," ",,,,,,,,," "
2023-08-14,0.126389095,0.137876215,CNY,68.33," ",,,,," ",,,,," ",1,1.090886957,EUR,85.34,87.44," ",0.550099176,0.600096015,NZD,,,,60.5,," ",,,,,,,,," "
2023-08-15,0.126389095,0.137876215,CNY,70.07," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,86.71,," ",0.550099176,0.600096015,NZD,,,,61.25,," ",,,,,,,,," "
2023-08-16,0.126389095,0.137876215,CNY,70," ",,,,," ",,,,," ",1,1.090886957,EUR,87.01,," ",0.550099176,0.600096015,NZD,,,,61.4,," ",,,,,,,,," "
2023-08-17,0.126389095,0.137876215,CNY,70.1," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,86.84,," ",0.550099176,0.600096015,NZD,,,,62.5,," ",,,,,,,,," "
2023-08-18,0.126389095,0.137876215,CNY,72.85," ",,,,," ",,,,," ",1,1.090886957,EUR,86.68,," ",0.550099176,0.600096015,NZD,,,,65,," ",,,,,,,,," "
2023-08-21,0.126389095,0.137876215,CNY,67.5," ",,,,," ",,,,," ",1,1.090886957,EUR,86,85.54," ",0.550099176,0.600096015,NZD,,,,65.5,," ",,,,,,,,," "
2023-08-22,0.126389095,0.137876215,CNY,72.73," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,87.86,," ",0.550099176,0.600096015,NZD,,,,65.5,," ",,,,,,,,," "
2023-08-23,0.126389095,0.137876215,CNY,74.76," ",,,,," ",,,,," ",,,,,," ",0.550099176,0.600096015,NZD,,,,66.25,," ",,,,,,,,," "
2023-08-24,0.126389095,0.137876215,CNY,72.3," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,85.51,," ",0.550099176,0.600096015,NZD,,,,66.75,," ",,,,,,,,," "
2023-08-25,0.126389095,0.137876215,CNY,73.06," ",,,,," ",,,,," ",1,1.090886957,EUR,85.5,," ",0.550099176,0.600096015,NZD,,,,67,," ",,,,,,,,," "
2023-08-28,0.126389095,0.137876215,CNY,74.46," ",,,,," ",,,,," ",1,1.090886957,EUR,84.7,83.23," ",0.550099176,0.600096015,NZD,,,,67,," ",,,,,,,,," "
2023-08-29,0.126389095,0.137876215,CNY,69.18," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,84.64,," ",0.550099176,0.600096015,NZD,,,,67.5,," ",,,,,,,,," "
2023-08-30,0.126389095,0.137876215,CNY,69.04," ",,,,," ",,,,," ",1,1.090886957,EUR,84.57,," ",0.550099176,0.600096015,NZD,,,,68.5,," ",,,,,,,,," "
2023-08-31,0.126389095,0.137876215,CNY,68.79," ",1,1.090886957,EUR,30," ",,,,," ",1,1.090886957,EUR,85.52,," ",0.550099176,0.600096015,NZD,,,,70.5,," ",,,,,,,,," "
2023-09-01,0.128231998,0.137000624,CNY,68.43," ",,,,," ",,,,," ",1,1.068380952,EUR,84,," ",0.554565542,0.592487262,NZD,,,,71,," ",,,,,,,,," "
2023-09-04,0.128231998,0.137000624,CNY,68.41," ",,,,," ",,,,," ",1,1.068380952,EUR,83.42,82.23," ",0.554565542,0.592487262,NZD,,,,70.85,," ",,,,,,,,," "
2023-09-05,0.128231998,0.137000624,CNY,66.21," ",1,1.068380952,EUR,30," ",,,,," ",1,1.068380952,EUR,83.41,," ",0.554565542,0.592487262,NZD,,,,70.25,," ",,,,,,,,," "
2023-09-06,0.128231998,0.137000624,CNY,69.93," ",,,,," ",,,,," ",,,,,," ",0.554565542,0.592487262,NZD,,33.06,80.64,71.1,," ",,,,,,,,," "
2023-09-07,0.128231998,0.137000624,CNY,71.27," ",1,1.068380952,EUR,30," ",,,,," ",,,,,," ",0.554565542,0.592487262,NZD,,,,71.75,," ",,,,,,,,," "
2023-09-08,0.128231998,0.137000624,CNY,72.22," ",,,,," ",,,,," ",1,1.068380952,EUR,82.09,," ",0.554565542,0.592487262,NZD,,,,73,," ",,,,,,,,," "
2023-09-11,0.128231998,0.137000624,CNY,72.75," ",,,,," ",,,,," ",1,1.068380952,EUR,80.98,82.9," ",0.554565542,0.592487262,NZD,,,,73,," ",,,,,,,,," "
2023-09-12,0.128231998,0.137000624,CNY,72.33," ",1,1.068380952,EUR,30," ",,,,," ",1,1.068380952,EUR,80.6,," ",0.554565542,0.592487262,NZD,,,,72.6,," ",,,,,,,,," "
2023-09-13,0.128231998,0.137000624,CNY,72.81," ",,,,," ",,,,," ",1,1.068380952,EUR,80.5,," ",0.554565542,0.592487262,NZD,,,,72.5,," ",,,,,,,,," "
2023-09-14,0.128231998,0.137000624,CNY,74.01," ",1,1.068380952,EUR,30," ",,,,," ",1,1.068380952,EUR,81.69,," ",0.554565542,0.592487262,NZD,,,,71.75,," ",,,,,,,,," "
2023-09-15,0.128231998,0.137000624,CNY,74.76," ",,,,," ",,,,," ",1,1.068380952,EUR,82.33,," ",0.554565542,0.592487262,NZD,,,,69.75,," ",,,,,,,,," "
2023-09-18,0.128231998,0.137000624,CNY,74.6," ",,,,," ",,,,," ",1,1.068380952,EUR,80.26,82.97," ",0.554565542,0.592487262,NZD,,,,68,," ",,,,,,,,," "
2023-09-19,0.128231998,0.137000624,CNY,75.13," ",1,1.068380952,EUR,30," ",,,,," ",1,1.068380952,EUR,79.5,," ",0.554565542,0.592487262,NZD,,,,66,," ",,,,,,,,," "
