,"China National Emissions Trading System",,,," ","German National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," "
Date,"Exchange rate CNY/EUR","Exchange rate CNY/USD","Market Currency","Secondary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Secondary Stability 5"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market"," "
2021-07-16,0.130645785,0.154447072,CNY,51.23," ",,,,," ",,,,," ",1,1.182181818,EUR,53.33,," ",0.590707801,0.698324022,NZD,,,,47.8,," ",,,,,,,,," "
2021-07-19,0.130645785,0.154447072,CNY,52.3," ",,,,," ",,,,," ",1,1.182181818,EUR,53.55,51.49," ",0.590707801,0.698324022,NZD,,,,47.9,," ",,,,,,,,," "
2021-07-20,0.130645785,0.154447072,CNY,53.28," ",,,,," ",,,,," ",1,1.182181818,EUR,51.74,," ",0.590707801,0.698324022,NZD,,,,47.82,," ",,,,,,,,," "
2021-07-21,0.130645785,0.154447072,CNY,54.4," ",,,,," ",,,,," ",1,1.182181818,EUR,51.7,," ",0.590707801,0.698324022,NZD,,,,47.97,," ",,,,,,,,," "
2021-07-22,0.130645785,0.154447072,CNY,55.52," ",,,,," ",,,,," ",1,1.182181818,EUR,51.44,," ",0.590707801,0.698324022,NZD,,,,48.1,," ",,,,,,,,," "
2021-07-23,0.130645785,0.154447072,CNY,56.97," ",,,,," ",,,,," ",1,1.182181818,EUR,50.13,," ",0.590707801,0.698324022,NZD,,,,48.12,," ",,,,,,,,," "
2021-07-26,0.130645785,0.154447072,CNY,54.46," ",,,,," ",,,,," ",1,1.182181818,EUR,51.79,53.47," ",0.590707801,0.698324022,NZD,,,,48.05,," ",,,,,,,,," "
2021-07-27,0.130645785,0.154447072,CNY,54.63," ",,,,," ",,,,," ",1,1.182181818,EUR,52.8,," ",0.590707801,0.698324022,NZD,,,,48.5,," ",,,,,,,,," "
2021-07-28,0.130645785,0.154447072,CNY,52.5," ",,,,," ",,,,," ",1,1.182181818,EUR,53.45,," ",0.590707801,0.698324022,NZD,,,,48.6,," ",,,,,,,,," "
2021-07-29,0.130645785,0.154447072,CNY,52.96," ",,,,," ",,,,," ",1,1.182181818,EUR,54.02,," ",0.590707801,0.698324022,NZD,,,,48.6,," ",,,,,,,,," "
2021-07-30,0.130645785,0.154447072,CNY,54.17," ",,,,," ",,,,," ",1,1.182181818,EUR,53,," ",0.590707801,0.698324022,NZD,,,,48.6,," ",,,,,,,,," "
2021-08-02,0.131171982,0.154413272,CNY,51.99," ",,,,," ",,,,," ",1,1.177181818,EUR,54.6,55.34," ",0.592100402,0.697009828,NZD,,,,48.6,," ",,,,,,,,," "
2021-08-03,0.131171982,0.154413272,CNY,53.44," ",,,,," ",,,,," ",1,1.177181818,EUR,54.17,," ",0.592100402,0.697009828,NZD,,,,48.8,," ",,,,,,,,," "
2021-08-04,0.131171982,0.154413272,CNY,58.7," ",,,,," ",,,,," ",1,1.177181818,EUR,55,," ",0.592100402,0.697009828,NZD,,,,49,," ",,,,,,,,," "
2021-08-05,0.131171982,0.154413272,CNY,54.9," ",,,,," ",,,,," ",1,1.177181818,EUR,54.84,," ",0.592100402,0.697009828,NZD,,,,49.1,," ",,,,,,,,," "
2021-08-06,0.131171982,0.154413272,CNY,52.96," ",,,,," ",,,,," ",1,1.177181818,EUR,56.72,," ",0.592100402,0.697009828,NZD,,,,49.15,," ",,,,,,,,," "
2021-08-09,0.131171982,0.154413272,CNY,53.32," ",,,,," ",,,,," ",1,1.177181818,EUR,56,56.69," ",0.592100402,0.697009828,NZD,,,,49.25,," ",,,,,,,,," "
2021-08-10,0.131171982,0.154413272,CNY,55.32," ",,,,," ",,,,," ",1,1.177181818,EUR,57.1,," ",0.592100402,0.697009828,NZD,,,,49.6,," ",,,,,,,,," "
2021-08-11,0.131171982,0.154413272,CNY,55.9," ",,,,," ",,,,," ",1,1.177181818,EUR,56.69,," ",0.592100402,0.697009828,NZD,,,,49.55,," ",,,,,,,,," "
2021-08-12,0.131171982,0.154413272,CNY,55.43," ",,,,," ",,,,," ",1,1.177181818,EUR,57.36,," ",0.592100402,0.697009828,NZD,,,,49.8,," ",,,,,,,,," "
2021-08-13,0.131171982,0.154413272,CNY,54," ",,,,," ",,,,," ",1,1.177181818,EUR,55.6,," ",0.592100402,0.697009828,NZD,,,,49.7,," ",,,,,,,,," "
2021-08-16,0.131171982,0.154413272,CNY,51," ",,,,," ",,,,," ",1,1.177181818,EUR,57.18,56.08," ",0.592100402,0.697009828,NZD,,,,49.75,," ",,,,,,,,," "
2021-08-17,0.131171982,0.154413272,CNY,51.76," ",,,,," ",,,,," ",1,1.177181818,EUR,57.4,," ",0.592100402,0.697009828,NZD,,,,49.7,," ",,,,,,,,," "
2021-08-18,0.131171982,0.154413272,CNY,51.87," ",,,,," ",,,,," ",1,1.177181818,EUR,57.7,," ",0.592100402,0.697009828,NZD,,,,49.65,," ",,,,,,,,," "
2021-08-19,0.131171982,0.154413272,CNY,50.49," ",,,,," ",,,,," ",1,1.177181818,EUR,55.81,," ",0.592100402,0.697009828,NZD,,,,49.75,," ",,,,,,,,," "
2021-08-20,0.131171982,0.154413272,CNY,49," ",,,,," ",,,,," ",1,1.177181818,EUR,54.4,," ",0.592100402,0.697009828,NZD,,,,49.75,," ",,,,,,,,," "
2021-08-23,0.131171982,0.154413272,CNY,50.2," ",,,,," ",,,,," ",1,1.177181818,EUR,55.95,56.88," ",0.592100402,0.697009828,NZD,,,,50.45,," ",,,,,,,,," "
2021-08-24,0.131171982,0.154413272,CNY,50.2," ",,,,," ",,,,," ",1,1.177181818,EUR,55.72,," ",0.592100402,0.697009828,NZD,,,,50.45,," ",,,,,,,,," "
2021-08-25,0.131171982,0.154413272,CNY,47.64," ",,,,," ",,,,," ",1,1.177181818,EUR,56.63,," ",0.592100402,0.697009828,NZD,,,,50.5,," ",,,,,,,,," "
2021-08-26,0.131171982,0.154413272,CNY,47.64," ",,,,," ",,,,," ",1,1.177181818,EUR,55.61,," ",0.592100402,0.697009828,NZD,,,,51,," ",,,,,,,,," "
2021-08-27,0.131171982,0.154413272,CNY,45.09," ",,,,," ",,,,," ",1,1.177181818,EUR,57.51,," ",0.592100402,0.697009828,NZD,,,,51.1,," ",,,,,,,,," "
2021-08-30,0.131171982,0.154413272,CNY,45.16," ",,,,," ",,,,," ",1,1.177181818,EUR,,60.9," ",0.592100402,0.697009828,NZD,,,,51.4,," ",,,,,,,,," "
2021-08-31,0.131171982,0.154413272,CNY,45.35," ",,,,," ",,,,," ",1,1.177181818,EUR,60.11,," ",0.592100402,0.697009828,NZD,,,,51.5,," ",,,,,,,,," "
2021-09-01,0.131593736,0.154890014,CNY,45.19," ",,,,," ",,,,," ",1,1.177031818,EUR,61.29,," ",0.599657471,0.705815923,NZD,53.85,20,50,59,," ",,,,,,,,," "
2021-09-02,0.131593736,0.154890014,CNY,44.66," ",,,,," ",,,,," ",,,,,," ",0.599657471,0.705815923,NZD,,,,59.5,," ",,,,,,,,," "
2021-09-03,0.131593736,0.154890014,CNY,44.67," ",,,,," ",,,,," ",1,1.177031818,EUR,61.25,," ",0.599657471,0.705815923,NZD,,,,60.1,," ",,,,,,,,," "
2021-09-06,0.131593736,0.154890014,CNY,44," ",,,,," ",,,,," ",1,1.177031818,EUR,62.87,62.08," ",0.599657471,0.705815923,NZD,,,,60.6,," ",,,,,,,,," "
2021-09-07,0.131593736,0.154890014,CNY,43.9," ",,,,," ",,,,," ",1,1.177031818,EUR,61.71,," ",0.599657471,0.705815923,NZD,,,,62,," ",,,,,,,,," "
2021-09-08,0.131593736,0.154890014,CNY,42.9," ",,,,," ",,,,," ",1,1.177031818,EUR,61.93,," ",0.599657471,0.705815923,NZD,,,,65.25,," ",,,,,,,,," "
2021-09-09,0.131593736,0.154890014,CNY,41.99," ",,,,," ",,,,," ",1,1.177031818,EUR,61.98,," ",0.599657471,0.705815923,NZD,,,,65.8,," ",,,,,,,,," "
2021-09-10,0.131593736,0.154890014,CNY,44," ",,,,," ",,,,," ",1,1.177031818,EUR,61.85,," ",0.599657471,0.705815923,NZD,,,,65,," ",,,,,,,,," "
2021-09-13,0.131593736,0.154890014,CNY,45.62," ",,,,," ",,,,," ",1,1.177031818,EUR,61.91,59.91," ",0.599657471,0.705815923,NZD,,,,61.5,," ",,,,,,,,," "
2021-09-14,0.131593736,0.154890014,CNY,45.54," ",,,,," ",,,,," ",1,1.177031818,EUR,61.51,," ",0.599657471,0.705815923,NZD,,,,63.5,," ",,,,,,,,," "
2021-09-15,0.131593736,0.154890014,CNY,45," ",,,,," ",,,,," ",1,1.177031818,EUR,60,," ",0.599657471,0.705815923,NZD,,,,64,," ",,,,,,,,," "
2021-09-16,0.131593736,0.154890014,CNY,44.94," ",,,,," ",,,,," ",1,1.177031818,EUR,59.89,," ",0.599657471,0.705815923,NZD,,,,64,," ",,,,,,,,," "
2021-09-17,0.131593736,0.154890014,CNY,43.43," ",,,,," ",,,,," ",1,1.177031818,EUR,59.6,," ",0.599657471,0.705815923,NZD,,,,64,," ",,,,,,,,," "
2021-09-22,0.131593736,0.154890014,CNY,43.24," ",,,,," ",,,,," ",1,1.177031818,EUR,60.02,," ",0.599657471,0.705815923,NZD,,,,64.5,," ",,,,,,,,," "
2021-09-23,0.131593736,0.154890014,CNY,43.85," ",,,,," ",,,,," ",1,1.177031818,EUR,59.45,," ",0.599657471,0.705815923,NZD,,,,64.5,," ",,,,,,,,," "
2021-09-24,0.131593736,0.154890014,CNY,44.36," ",,,,," ",,,,," ",1,1.177031818,EUR,61.24,," ",0.599657471,0.705815923,NZD,,,,64.5,," ",,,,,,,,," "
2021-09-27,0.131593736,0.154890014,CNY,43.59," ",,,,," ",,,,," ",1,1.177031818,EUR,64,62.59," ",0.599657471,0.705815923,NZD,,,,64.4,," ",,,,,,,,," "
2021-09-28,0.131593736,0.154890014,CNY,42.22," ",,,,," ",,,,," ",1,1.177031818,EUR,65,," ",0.599657471,0.705815923,NZD,,,,63.6,," ",,,,,,,,," "
2021-09-29,0.131593736,0.154890014,CNY,41.84," ",,,,," ",,,,," ",1,1.177031818,EUR,61.83,," ",0.599657471,0.705815923,NZD,,,,64,," ",,,,,,,,," "
2021-09-30,0.131593736,0.154890014,CNY,42.21," ",,,,," ",,,,," ",1,1.177031818,EUR,61.37,," ",0.599657471,0.705815923,NZD,,,,64.5,," ",,,,,,,,," "
2021-10-08,0.134442641,0.15597331,CNY,44.08," ",,,,," ",,,,," ",1,1.160147619,EUR,59.92,," ",0.606799912,0.703977473,NZD,,,,64.6,," ",,,,,,,,," "
2021-10-11,0.134442641,0.15597331,CNY,46.03," ",,,,," ",,,,," ",1,1.160147619,EUR,59.33,59.61," ",0.606799912,0.703977473,NZD,,,,64.5,," ",,,,,,,,," "
2021-10-12,0.134442641,0.15597331,CNY,44.67," ",1,1.160147619,EUR,25," ",,,,," ",1,1.160147619,EUR,58.86,," ",0.606799912,0.703977473,NZD,,,,64.5,," ",,,,,,,,," "
2021-10-13,0.134442641,0.15597331,CNY,44.68," ",,,,," ",,,,," ",1,1.160147619,EUR,58.75,," ",0.606799912,0.703977473,NZD,,,,64.85,," ",,,,,,,,," "
2021-10-14,0.134442641,0.15597331,CNY,43.96," ",1,1.160147619,EUR,25," ",,,,," ",1,1.160147619,EUR,59.43,," ",0.606799912,0.703977473,NZD,,,,64.8,," ",,,,,,,,," "
2021-10-15,0.134442641,0.15597331,CNY,43.9," ",,,,," ",,,,," ",1,1.160147619,EUR,61.01,," ",0.606799912,0.703977473,NZD,,,,64.8,," ",,,,,,,,," "
2021-10-18,0.134442641,0.15597331,CNY,43.44," ",,,,," ",,,,," ",1,1.160147619,EUR,58.85,57.43," ",0.606799912,0.703977473,NZD,,,,64.75,," ",,,,,,,,," "
2021-10-19,0.134442641,0.15597331,CNY,43.43," ",1,1.160147619,EUR,25," ",,,,," ",1,1.160147619,EUR,57.58,," ",0.606799912,0.703977473,NZD,,,,65,," ",,,,,,,,," "
2021-10-20,0.134442641,0.15597331,CNY,43.24," ",,,,," ",,,,," ",1,1.160147619,EUR,56,," ",0.606799912,0.703977473,NZD,,,,64.5,," ",,,,,,,,," "
2021-10-21,0.134442641,0.15597331,CNY,43.03," ",1,1.160147619,EUR,25," ",,,,," ",1,1.160147619,EUR,57.1,," ",0.606799912,0.703977473,NZD,,,,65,," ",,,,,,,,," "
2021-10-22,0.134442641,0.15597331,CNY,42.99," ",,,,," ",,,,," ",1,1.160147619,EUR,59.5,," ",0.606799912,0.703977473,NZD,,,,65,," ",,,,,,,,," "
2021-10-25,0.134442641,0.15597331,CNY,43.24," ",,,,," ",,,,," ",1,1.160147619,EUR,58.94,59.2," ",,,,,,,,," ",,,,,,,,," "
2021-10-26,0.134442641,0.15597331,CNY,42.65," ",1,1.160147619,EUR,25," ",,,,," ",1,1.160147619,EUR,58.96,," ",0.606799912,0.703977473,NZD,,,,65.1,," ",,,,,,,,," "
2021-10-27,0.134442641,0.15597331,CNY,42.61," ",,,,," ",,,,," ",1,1.160147619,EUR,58.92,," ",0.606799912,0.703977473,NZD,,,,65.1,," ",,,,,,,,," "
2021-10-28,0.134442641,0.15597331,CNY,42.77," ",1,1.160147619,EUR,25," ",,,,," ",1,1.160147619,EUR,58.93,," ",0.606799912,0.703977473,NZD,,,,65.25,," ",,,,,,,,," "
2021-10-29,0.134442641,0.15597331,CNY,42.41," ",,,,," ",,,,," ",1,1.160147619,EUR,59.4,," ",0.606799912,0.703977473,NZD,,,,65,," ",,,,,,,,," "
2021-11-01,0.137105471,0.156492808,CNY,42.45," ",,,,," ",,,,," ",1,1.141404545,EUR,59.98,59.09," ",0.615550875,0.702592567,NZD,,,,65.25,," ",,,,,,,,," "
2021-11-02,0.137105471,0.156492808,CNY,42.43," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,57.8,," ",0.615550875,0.702592567,NZD,,,,65.25,," ",,,,,,,,," "
2021-11-03,0.137105471,0.156492808,CNY,42.4," ",,,,," ",,,,," ",1,1.141404545,EUR,59.78,," ",0.615550875,0.702592567,NZD,,,,65.25,," ",,,,,,,,," "
2021-11-04,0.137105471,0.156492808,CNY,42.33," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,59.81,," ",0.615550875,0.702592567,NZD,,,,65.3,," ",,,,,,,,," "
2021-11-05,0.137105471,0.156492808,CNY,42.69," ",,,,," ",,,,," ",1,1.141404545,EUR,61.05,," ",0.615550875,0.702592567,NZD,,,,65.3,," ",,,,,,,,," "
2021-11-08,0.137105471,0.156492808,CNY,42.58," ",,,,," ",,,,," ",1,1.141404545,EUR,60.06,62.23," ",0.615550875,0.702592567,NZD,,,,65.2,," ",,,,,,,,," "
2021-11-09,0.137105471,0.156492808,CNY,42.73," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,60.11,," ",0.615550875,0.702592567,NZD,,,,65.2,," ",,,,,,,,," "
2021-11-10,0.137105471,0.156492808,CNY,42.74," ",,,,," ",,,,," ",1,1.141404545,EUR,61.53,," ",0.615550875,0.702592567,NZD,,,,65.2,," ",,,,,,,,," "
2021-11-11,0.137105471,0.156492808,CNY,42.49," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,62.31,," ",0.615550875,0.702592567,NZD,,,,65,," ",,,,,,,,," "
2021-11-12,0.137105471,0.156492808,CNY,42.66," ",,,,," ",,,,," ",1,1.141404545,EUR,63.53,," ",0.615550875,0.702592567,NZD,,,,64.8,," ",,,,,,,,," "
2021-11-15,0.137105471,0.156492808,CNY,42.93," ",,,,," ",,,,," ",1,1.141404545,EUR,64.4,67.82," ",0.615550875,0.702592567,NZD,,,,64.9,," ",,,,,,,,," "
2021-11-16,0.137105471,0.156492808,CNY,43.16," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,67.5,," ",0.615550875,0.702592567,NZD,,,,65.1,," ",,,,,,,,," "
2021-11-17,0.137105471,0.156492808,CNY,43.12," ",,,,," ",,,,," ",1,1.141404545,EUR,67.14,," ",0.615550875,0.702592567,NZD,,,,65.1,," ",,,,,,,,," "
2021-11-18,0.137105471,0.156492808,CNY,43.16," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,66.51,," ",0.615550875,0.702592567,NZD,,,,64.9,," ",,,,,,,,," "
2021-11-19,0.137105471,0.156492808,CNY,43.05," ",,,,," ",,,,," ",1,1.141404545,EUR,69.21,," ",0.615550875,0.702592567,NZD,,,,64.9,," ",,,,,,,,," "
2021-11-22,0.137105471,0.156492808,CNY,43.05," ",,,,," ",,,,," ",1,1.141404545,EUR,69.7,71.85," ",0.615550875,0.702592567,NZD,,,,64.8,," ",,,,,,,,," "
2021-11-23,0.137105471,0.156492808,CNY,43.06," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,69.88,," ",0.615550875,0.702592567,NZD,,,,64.9,," ",,,,,,,,," "
2021-11-24,0.137105471,0.156492808,CNY,42.96," ",,,,," ",,,,," ",1,1.141404545,EUR,69.51,," ",0.615550875,0.702592567,NZD,,,,64.9,," ",,,,,,,,," "
2021-11-25,0.137105471,0.156492808,CNY,42.96," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,72.15,," ",0.615550875,0.702592567,NZD,,,,64.95,," ",,,,,,,,," "
2021-11-26,0.137105471,0.156492808,CNY,42.85," ",,,,," ",,,,," ",1,1.141404545,EUR,71.95,," ",0.615550875,0.702592567,NZD,,,,64.9,," ",,,,,,,,," "
2021-11-29,0.137105471,0.156492808,CNY,42.92," ",,,,," ",,,,," ",1,1.141404545,EUR,74.48,76.9," ",0.615550875,0.702592567,NZD,,,,65,," ",,,,,,,,," "
2021-11-30,0.137105471,0.156492808,CNY,42.95," ",1,1.141404545,EUR,25," ",,,,," ",1,1.141404545,EUR,74.82,," ",0.615550875,0.702592567,NZD,,,,65,," ",,,,,,,,," "
2021-12-01,0.138940904,0.157055777,CNY,42.97," ",,,,," ",,,,," ",1,1.130378261,EUR,76.38,," ",0.600257577,0.678518116,NZD,68,20,50,68.5,," ",,,,,,,,," "
2021-12-02,0.138940904,0.157055777,CNY,42.88," ",1,1.130378261,EUR,25," ",,,,," ",1,1.130378261,EUR,77.1,," ",0.600257577,0.678518116,NZD,,,,68.4,," ",,,,,,,,," "
2021-12-03,0.138940904,0.157055777,CNY,42.94," ",,,,," ",,,,," ",1,1.130378261,EUR,78.76,," ",0.600257577,0.678518116,NZD,,,,68.3,," ",,,,,,,,," "
2021-12-06,0.138940904,0.157055777,CNY,42.79," ",,,,," ",,,,," ",1,1.130378261,EUR,80,83.79," ",0.600257577,0.678518116,NZD,,,,68.25,," ",,,,,,,,," "
2021-12-07,0.138940904,0.157055777,CNY,42.13," ",1,1.130378261,EUR,25," ",,,,," ",1,1.130378261,EUR,82.87,," ",0.600257577,0.678518116,NZD,,,,68.4,," ",,,,,,,,," "
2021-12-08,0.138940904,0.157055777,CNY,41.46," ",,,,," ",,,,," ",1,1.130378261,EUR,87.45,," ",0.600257577,0.678518116,NZD,,,,68.15,," ",,,,,,,,," "
2021-12-09,0.138940904,0.157055777,CNY,41.56," ",1,1.130378261,EUR,25," ",,,,," ",1,1.130378261,EUR,84.93,," ",0.600257577,0.678518116,NZD,,,,68.15,," ",,,,,,,,," "
2021-12-10,0.138940904,0.157055777,CNY,42.69," ",,,,," ",,,,," ",1,1.130378261,EUR,79.83,," ",0.600257577,0.678518116,NZD,,,,68.1,," ",,,,,,,,," "
2021-12-13,0.138940904,0.157055777,CNY,42.95," ",,,,," ",,,,," ",1,1.130378261,EUR,85,80.03," ",0.600257577,0.678518116,NZD,,,,68,," ",,,,,,,,," "
2021-12-14,0.138940904,0.157055777,CNY,42.93," ",1,1.130378261,EUR,25," ",,,,," ",1,1.130378261,EUR,79.99,," ",0.600257577,0.678518116,NZD,,,,68.05,," ",,,,,,,,," "
2021-12-15,0.138940904,0.157055777,CNY,43.06," ",,,,," ",,,,," ",1,1.130378261,EUR,79.29,," ",0.600257577,0.678518116,NZD,,,,68.15,," ",,,,,,,,," "
2021-12-16,0.138940904,0.157055777,CNY,44.22," ",1,1.130378261,EUR,25," ",,,,," ",1,1.130378261,EUR,80.5,," ",0.600257577,0.678518116,NZD,,,,68.15,," ",,,,,,,,," "
2021-12-17,0.138940904,0.157055777,CNY,46.66," ",,,,," ",,,,," ",1,1.130378261,EUR,82.25,," ",0.600257577,0.678518116,NZD,,,,68.17,," ",,,,,,,,," "
2021-12-20,0.138940904,0.157055777,CNY,49.18," ",,,,," ",,,,," ",1,1.130378261,EUR,74.57,79.38," ",0.600257577,0.678518116,NZD,,,,68.5,," ",,,,,,,,," "
2021-12-21,0.138940904,0.157055777,CNY,49.49," ",,,,," ",,,,," ",,,,,," ",0.600257577,0.678518116,NZD,,,,68.5,," ",,,,,,,,," "
2021-12-22,0.138940904,0.157055777,CNY,49.39," ",,,,," ",,,,," ",,,,,," ",0.600257577,0.678518116,NZD,,,,68.5,," ",,,,,,,,," "
2021-12-23,0.138940904,0.157055777,CNY,49.57," ",,,,," ",,,,," ",,,,,," ",0.600257577,0.678518116,NZD,,,,68.5,," ",,,,,,,,," "
2021-12-24,0.138940904,0.157055777,CNY,49.52," ",,,,," ",,,,," ",,,,,," ",0.600257577,0.678518116,NZD,,,,68.45,," ",,,,,,,,," "
2021-12-27,0.138940904,0.157055777,CNY,48.13," ",,,,," ",,,,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2021-12-28,0.138940904,0.157055777,CNY,51.69," ",,,,," ",,,,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2021-12-29,0.138940904,0.157055777,CNY,56.64," ",,,,," ",,,,," ",,,,,," ",0.600257577,0.678518116,NZD,,,,68.2,," ",,,,,,,,," "
2021-12-30,0.138940904,0.157055777,CNY,57.06," ",,,,," ",,,,," ",,,,,," ",0.600257577,0.678518116,NZD,,,,68.15,," ",,,,,,,,," "
2021-12-31,0.138940904,0.157055777,CNY,54.22," ",,,,," ",,,,," ",,,,,," ",0.600257577,0.678518116,NZD,,,,68.2,," ",,,,,,,,," "
2022-01-04,0.139054509,0.157332893,CNY,57.29," ",,,,," ",,,,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2022-01-05,0.139054509,0.157332893,CNY,56.94," ",,,,," ",,,,," ",,,,,," ",0.596050381,0.674399784,NZD,,,,68.25,," ",,,,,,,,," "
2022-01-06,0.139054509,0.157332893,CNY,57.26," ",,,,," ",,,,," ",,,,,," ",0.596050381,0.674399784,NZD,,,,68.35,," ",,,,,,,,," "
2022-01-07,0.139054509,0.157332893,CNY,57.59," ",,,,," ",,,,," ",,,,,," ",0.596050381,0.674399784,NZD,,,,68.37,," ",,,,,,,,," "
2022-01-10,0.139054509,0.157332893,CNY,58.28," ",,,,," ",,,,," ",1,1.131447619,EUR,82.71,80.81," ",0.596050381,0.674399784,NZD,,,,68.6,," ",,,,,,,,," "
2022-01-11,0.139054509,0.157332893,CNY,57.52," ",1,1.131447619,EUR,30," ",,,,," ",1,1.131447619,EUR,81.9,," ",0.596050381,0.674399784,NZD,,,,69.1,," ",,,,,,,,," "
2022-01-12,0.139054509,0.157332893,CNY,57.99," ",,,,," ",,,,," ",,,,,," ",0.596050381,0.674399784,NZD,,,,70.25,," ",,,,,,,,," "
2022-01-13,0.139054509,0.157332893,CNY,57.75," ",1,1.131447619,EUR,30," ",,,,," ",1,1.131447619,EUR,79.05,," ",0.596050381,0.674399784,NZD,,,,72,," ",,,,,,,,," "
2022-01-14,0.139054509,0.157332893,CNY,57.77," ",,,,," ",,,,," ",1,1.131447619,EUR,81.52,," ",0.596050381,0.674399784,NZD,,,,72,," ",,,,,,,,," "
2022-01-17,0.139054509,0.157332893,CNY,58.48," ",,,,," ",,,,," ",1,1.131447619,EUR,80.21,83.08," ",0.596050381,0.674399784,NZD,,,,72.1,," ",,,,,,,,," "
2022-01-18,0.139054509,0.157332893,CNY,58.5," ",1,1.131447619,EUR,30," ",,,,," ",1,1.131447619,EUR,79.22,," ",0.596050381,0.674399784,NZD,,,,72.25,," ",,,,,,,,," "
2022-01-19,0.139054509,0.157332893,CNY,56," ",,,,," ",,,,," ",1,1.131447619,EUR,80.7,," ",0.596050381,0.674399784,NZD,,,,73.35,," ",,,,,,,,," "
2022-01-20,0.139054509,0.157332893,CNY,58," ",1,1.131447619,EUR,30," ",,,,," ",1,1.131447619,EUR,80.8,," ",0.596050381,0.674399784,NZD,,,,74.25,," ",,,,,,,,," "
2022-01-21,0.139054509,0.157332893,CNY,57.46," ",,,,," ",,,,," ",1,1.131447619,EUR,84.03,," ",0.596050381,0.674399784,NZD,,,,74.95,," ",,,,,,,,," "
2022-01-24,0.139054509,0.157332893,CNY,57.87," ",,,,," ",,,,," ",1,1.131447619,EUR,85.75,87.82," ",,,,,,,,," ",,,,,,,,," "
2022-01-25,0.139054509,0.157332893,CNY,57.83," ",1,1.131447619,EUR,30," ",,,,," ",1,1.131447619,EUR,84.48,," ",0.596050381,0.674399784,NZD,,,,74.92,," ",,,,,,,,," "
2022-01-26,0.139054509,0.157332893,CNY,57.88," ",,,,," ",,,,," ",,,,,," ",0.596050381,0.674399784,NZD,,,,75.1,," ",,,,,,,,," "
2022-01-27,0.139054509,0.157332893,CNY,56," ",1,1.131447619,EUR,30," ",,,,," ",1,1.131447619,EUR,88.51,," ",0.596050381,0.674399784,NZD,,,,75.25,," ",,,,,,,,," "
2022-01-28,0.139054509,0.157332893,CNY,61.38," ",,,,," ",,,,," ",1,1.131447619,EUR,89.25,," ",0.596050381,0.674399784,NZD,,,,75.25,," ",,,,,,,,," "
2022-02-07,0.139037152,0.157694548,CNY,58.08," ",,,,," ",,,,," ",1,1.13419,EUR,93.5,93.61," ",,,,,,,,," ",,,,,,,,," "
2022-02-08,0.139037152,0.157694548,CNY,58.5," ",1,1.13419,EUR,30," ",,,,," ",1,1.13419,EUR,97.51,," ",0.587986989,0.666888963,NZD,,,,78.3,," ",,,,,,,,," "
2022-02-09,0.139037152,0.157694548,CNY,58.5," ",,,,," ",,,,," ",1,1.13419,EUR,96.53,," ",0.587986989,0.666888963,NZD,,,,81,," ",,,,,,,,," "
2022-02-10,0.139037152,0.157694548,CNY,60," ",1,1.13419,EUR,30," ",,,,," ",1,1.13419,EUR,90.6,," ",0.587986989,0.666888963,NZD,,,,81.5,," ",,,,,,,,," "
2022-02-11,0.139037152,0.157694548,CNY,56.15," ",,,,," ",,,,," ",1,1.13419,EUR,89.98,," ",0.587986989,0.666888963,NZD,,,,82.9,," ",,,,,,,,," "
2022-02-14,0.139037152,0.157694548,CNY,58.41," ",,,,," ",,,,," ",1,1.13419,EUR,90.73,89.73," ",0.587986989,0.666888963,NZD,,,,84.5,," ",,,,,,,,," "
2022-02-15,0.139037152,0.157694548,CNY,58.4," ",1,1.13419,EUR,30," ",,,,," ",1,1.13419,EUR,90.35,," ",0.587986989,0.666888963,NZD,,,,86.25,," ",,,,,,,,," "
