,0
did_coefficient,-5.885031922109828
did_pvalue,0.47089111410057416
did_se,8.161980330078629
did_ci_lower,-21.882219411588284
did_ci_upper,10.112155567368628
mean_treated_2026,8.215464920759823
mean_treated_2025,11.66878301958203
mean_control_2026,3.047638762673778
mean_control_2025,0.6159249393861614
