v7_project_id,sp_record_id,match_quality,cap_diff,sp_project_name
452,,exact_exhausted,,
453,,exact_exhausted,,
495,,exact_exhausted,,
542,,exact_exhausted,,
589,,exact_exhausted,,
604,,exact_exhausted,,
605,,exact_exhausted,,
609,,exact_exhausted,,
611,,exact_exhausted,,
612,,exact_exhausted,,
613,,exact_exhausted,,
614,,exact_exhausted,,
579,CETPROJH21106,exact,0.18232155679395445,County Antrim H2
652,CETPROJH21202,exact,0.8873031950009027,ROBINSON H2
664,CETPROJH21103,exact,0.11482132416205593,Hydrogen Oxygen Ecosystem Demonstrator Project
665,CETPROJH21210,exact,1.7764919970972661,HyPilot Test
667,CETPROJH21364,exact,0.8353216693404883,GHP Site
615,CETPROJH22260,exact,1.0986122886681096,Project Pioneer One
616,,exact_exhausted,,
650,,exact_exhausted,,
673,,exact_exhausted,,
708,,exact_exhausted,,
672,CETPROJH219,exact,0.18653462351325878,Solges Armenia
601,CETPROJH21004,relaxed,10.646590883905475,Acorn Aberdeenshire H2
669,CETPROJH21104,relaxed,11.115115977672941,Bacton Hydrogen Hub
671,CETPROJH21087,relaxed,11.813785327687714,H2NorthEast
676,CETPROJH21085,relaxed,11.927508874722921,"Humber Hub Blue, Killingholme"
678,CETPROJH21403,relaxed,12.067367894131653,Easington Gas Terminal Blue Hydrogen
712,CETPROJH21109,relaxed,12.438330534788479,H2H Production 2
187,CETPROJH21413,exact,0.11122563511022454,Morocco Pilot H2
442,CETPROJH228,exact,0.16705408466316607,Green Hydrogen for Mobility Muscat
182,CETPROJH228,relaxed,0.9555114450274362,Green Hydrogen for Mobility Muscat
189,CETPROJH258,relaxed,1.791759469228055,Azerbaijan green hydrogen
562,CETPROJH255,relaxed,1.252762968495368,Demonstrator plant Masdar City
577,CETPROJH2361,relaxed,1.0986122886681098,Benban Solar Park
172,CETPROJH258,exact,0.0,Azerbaijan green hydrogen
192,CETPROJH255,exact,0.0,Demonstrator plant Masdar City
179,CETPROJH234,exact,0.0,Saudi Aramco PCER
320,CETPROJH232,exact,0.0,King Salman Energy Park (SPARK)
160,,no_match,,
81,,no_match,,
82,,no_match,,
282,,no_match,,
362,,no_match,,
417,,no_match,,
509,,no_match,,
570,,no_match,,
590,,no_match,,
598,,no_match,,
152,,no_match,,
153,,no_match,,
154,,no_match,,
158,,no_match,,
174,,no_match,,
360,,no_match,,
361,,no_match,,
