project_id,is_blue_ccs,log_capacity_mw,region,sponsor_type,sponsor_owner,tech,year_announced,duration,event_any,event_type
690,1,0.0,Other_Europe,Other,Cranfield University,Blue_CCS,2021.0,5,0,0
691,1,0.0,Other_Europe,Unknown,Unknown,Blue_CCS,2021.0,5,0,0
692,1,0.0,Other_Europe,Other,Essar Oil (UK) Limited,Blue_CCS,2021.0,5,0,0
693,1,0.0,Other_Europe,Other,Essar Oil (UK) Ltd,Blue_CCS,2021.0,5,0,0
694,0,0.039220713153281295,Other_Europe,Unknown,Unknown,PEM,2013.0,13,0,0
695,0,2.302585092994046,Other_Europe,Unknown,Unknown,PEM,2020.0,6,0,0
696,1,0.0,Other_Europe,Unknown,Unknown,Blue_CCS,2021.0,5,0,0
697,1,6.398594934535208,Other_Europe,Oil_major,BP p.l.c.,Blue_CCS,2021.0,2,1,1
698,1,0.0,Other_Europe,Other,Storegga Geotechnologies Limited,Blue_CCS,2021.0,5,0,0
699,0,3.044522437723423,Other_Europe,Unknown,Unknown,PEM,2020.0,3,1,2
700,0,0.9162907318741551,North_America,Unknown,Unknown,PEM,2016.0,10,0,0
701,0,4.564348191467836,Other_Europe,Unknown,Unknown,PEM,2021.0,2,1,2
702,0,1.791759469228055,Other_Europe,Unknown,Unknown,PEM,2020.0,6,0,0
703,0,0.04879016416943201,Other_Europe,Unknown,Unknown,PEM,2014.0,12,0,0
704,0,0.058268908123975775,Other_Europe,Unknown,Unknown,PEM,2014.0,12,0,0
705,0,1.0986122886681098,Other_Europe,Unknown,Unknown,PEM,2020.0,3,1,1
706,1,0.0,Other_Europe,Other,Neptune Energy Group Ltd,Blue_CCS,2021.0,2,1,1
707,1,0.0,Other_Europe,Other,Uniper SE,Blue_CCS,2021.0,2,1,1
708,0,2.1972245773362196,Other_Europe,Unknown,Unknown,PEM,2022.0,4,0,0
709,0,1.252762968495368,North_America,Unknown,Unknown,PEM,2015.0,11,0,0
710,0,1.252762968495368,Other_Europe,Unknown,Unknown,PEM,2021.0,5,0,0
711,1,0.0,Other_Europe,Oil_major,Equinor ASA,Blue_CCS,2020.0,6,0,0
712,1,0.0,Other_Europe,Other,Storegga Norge AS,Blue_CCS,2022.0,4,0,0
713,0,0.18232155679395465,North_America,Unknown,Unknown,PEM,2021.0,5,0,0
